Day,Month,Year,Temperature,Precipitation,Special Occasion,Qty1,Qty2,Qty3
22,5,2013,32.34327981,0,1,57,52,57
23,5,2013,26.83912269,14.91788813,1,28,25,27
24,5,2013,21.13614059,14.410283,1,29,32,27
25,5,2013,29.95374836,11.02004003,1,31,29,28
26,5,2013,25.87115175,9.088512826,1,27,22,23
27,5,2013,28.8541848,11.21584108,1,28,31,32
28,5,2013,21.40557596,20.78610574,1,38,41,39
29,5,2013,25.1479653,0,1,29,25,24
30,5,2013,18.11954853,12.24246207,1,22,17,17
31,5,2013,24.84009779,12.21504277,1,38,38,39
1,6,2013,20.78728496,6.620835859,1,21,24,19
2,6,2013,27.07045677,7.463827691,1,37,34,41
3,6,2013,24.36608473,8.672511408,1,39,37,42
4,6,2013,25.11427445,5.318480838,1,33,33,31
5,6,2013,25.65955878,0.09717204466,1,31,29,29
6,6,2013,25.22308043,10.23441562,1,35,38,37
7,6,2013,22.50897638,10.89827208,1,21,22,25
8,6,2013,22.59878979,7.383745283,1,23,22,22
9,6,2013,26.15162546,0,1,37,38,40
10,6,2013,18.48713182,12.48635486,1,30,28,31
11,6,2013,23.7920675,11.70852427,1,35,36,36
12,6,2013,25.79015234,8.824271417,1,31,28,33
13,6,2013,10.98898601,4.057877892,1,20,21,17
14,6,2013,21.92216701,0,1,33,33,33
15,6,2013,28.26973543,15.11467912,1,28,28,27
16,6,2013,26.43006263,14.89283649,1,35,39,30
17,6,2013,23.76367142,13.14186945,1,36,35,36
18,6,2013,18.1240776,12.50496116,1,34,35,38
19,6,2013,29.04590148,4.009535599,1,21,21,22
20,6,2013,21.57963632,9.906438631,1,30,26,31
21,6,2013,29.08574472,12.74588897,1,28,26,31
22,6,2013,19.74459079,5.315278833,1,22,20,22
23,6,2013,34.04065905,12.18319237,1,36,39,33
24,6,2013,26.69112737,13.25890631,1,25,29,23
25,6,2013,30.35354713,6.555196463,1,31,31,33
26,6,2013,20.47815575,3.25752061,1,35,35,39
27,6,2013,28.57590295,10.70816448,1,35,36,33
28,6,2013,21.87486305,8.04803653,1,21,16,21
29,6,2013,23.66785039,17.55732131,1,36,40,32
30,6,2013,24.82128633,11.68007871,1,32,34,28
31,6,2013,23.60630398,5.496057658,1,38,38,33
1,7,2013,22.07942795,5.176830563,1,36,32,35
2,7,2013,35.50780738,6.899167515,1,35,35,39
3,7,2013,26.43690352,13.86983691,1,35,36,33
4,7,2013,27.49363479,6.310341099,2,65,66,63
5,7,2013,27.69656252,7.921055,1,27,30,26
6,7,2013,25.82602773,12.53466078,1,23,25,21
7,7,2013,38.4028542,8.99595743,1,22,22,26
8,7,2013,25.54168432,4.263304662,1,23,21,23
9,7,2013,22.78095811,8.383946005,1,38,35,41
10,7,2013,22.69790444,14.21366299,1,23,27,19
11,7,2013,14.20965718,16.59275509,1,23,27,27
12,7,2013,27.79488649,12.53915294,1,37,35,35
13,7,2013,28.84142954,13.54226494,1,39,36,34
14,7,2013,18.73491526,7.765298838,1,29,29,30
15,7,2013,20.05875395,10.68807911,1,33,32,32
16,7,2013,20.5209212,12.74164065,1,34,30,36
17,7,2013,23.83814839,15.21891641,1,38,38,39
18,7,2013,17.58558321,3.452939268,1,31,34,31
19,7,2013,19.41946883,10.56009082,1,20,18,21
20,7,2013,20.2638506,18.87538036,1,31,31,26
21,7,2013,24.19313232,18.97224403,1,25,28,27
22,7,2013,31.87835692,10.03915089,1,35,34,37
23,7,2013,24.08488928,12.97002464,1,32,28,28
24,7,2013,23.59018087,11.43644169,1,39,41,34
25,7,2013,30.94068298,0.9136510946,1,44,47,41
26,7,2013,33.70314723,8.532574726,1,37,33,38
27,7,2013,22.39004627,4.838787605,1,33,30,34
28,7,2013,30.09831941,4.556606124,1,45,41,47
29,7,2013,24.18372526,9.567723586,1,21,17,20
30,7,2013,22.60022472,16.95324597,1,27,29,25
31,7,2013,26.98160842,7.48279716,1,20,20,18
1,8,2013,26.06293523,17.73515748,1,35,30,35
2,8,2013,32.78452701,2.072544829,1,46,45,42
3,8,2013,32.93880762,6.783711991,1,37,33,32
4,8,2013,27.68240503,16.09954208,1,26,22,22
5,8,2013,29.82239268,6.191825198,1,35,36,32
6,8,2013,20.19645853,15.37541531,1,26,27,26
7,8,2013,24.77443348,10.39560862,1,34,29,33
8,8,2013,26.06807799,18.22792836,1,28,25,32
9,8,2013,19.98188431,7.833752142,1,35,33,32
10,8,2013,29.69952566,12.31614588,1,21,23,25
11,8,2013,18.26729923,7.385425275,1,24,28,25
12,8,2013,28.68677097,13.81360892,1,25,22,24
13,8,2013,23.13187613,11.88566002,1,27,26,23
14,8,2013,25.03840551,9.429207347,1,32,36,27
15,8,2013,14.07959009,10.44764277,1,31,26,33
16,8,2013,30.22808481,4.787552971,1,47,48,50
17,8,2013,31.75732225,18.81711189,1,26,30,23
18,8,2013,27.15385567,9.250542041,1,28,25,31
19,8,2013,18.67376875,6.493300366,1,23,22,23
20,8,2013,24.07240119,1.566722615,1,22,24,20
21,8,2013,22.99825592,2.638385358,1,34,32,31
22,8,2013,27.16437801,10.2080333,1,31,26,28
23,8,2013,23.31708704,18.1829962,1,35,35,36
24,8,2013,16.01272098,4.682835309,1,24,23,27
25,8,2013,25.54517525,20.42822102,1,33,28,29
26,8,2013,27.85647731,6.451650468,1,23,20,22
27,8,2013,29.85812795,16.72460339,1,26,24,22
28,8,2013,29.30618915,9.313951521,1,23,19,21
29,8,2013,28.97298499,9.355329121,1,27,29,29
30,8,2013,25.78238128,8.918280109,1,37,33,35
31,8,2013,19.52061383,8.634868906,1,31,29,26
1,9,2013,22.3441042,7.567894187,1,31,30,33
2,9,2013,25.63037451,11.76331963,1,23,19,21
3,9,2013,24.75827688,6.959493715,1,23,25,18
4,9,2013,34.89072097,5.415352944,1,30,29,33
5,9,2013,17.70119245,2.807570062,1,39,34,37
6,9,2013,29.95454587,9.066454441,1,28,25,30
7,9,2013,21.29862653,12.74883008,1,35,37,34
8,9,2013,19.06294458,11.98644431,1,29,28,25
9,9,2013,26.595592,11.5363239,1,24,19,25
10,9,2013,20.57022889,11.52588578,1,33,30,32
11,9,2013,21.95989494,11.17220466,1,28,29,26
12,9,2013,25.57791636,4.607509867,1,23,27,24
13,9,2013,25.09461052,9.589829234,1,31,28,32
14,9,2013,16.34861969,12.94371203,1,27,26,26
15,9,2013,20.4485475,8.670121254,1,32,36,29
16,9,2013,25.52403735,4.978714289,1,30,34,32
17,9,2013,22.58274809,14.60849784,1,20,20,18
18,9,2013,25.43088421,20.95449007,1,28,27,24
19,9,2013,21.25136304,16.00663178,1,25,24,20
20,9,2013,30.53749163,20.37847202,1,28,32,29
21,9,2013,15.05462709,2.296501488,1,31,34,27
22,9,2013,32.05647434,10.65773942,1,22,18,22
23,9,2013,22.98887046,8.62726655,1,37,37,36
24,9,2013,29.22497802,6.622030862,1,28,30,29
25,9,2013,23.8308247,9.856055904,1,26,21,24
26,9,2013,25.19059,7.1054093,1,23,19,19
27,9,2013,25.84916767,14.11626618,1,29,27,31
28,9,2013,26.69836009,9.470834634,1,27,31,29
29,9,2013,24.48393624,4.743048007,1,38,35,41
30,9,2013,21.11535167,20.23531815,1,31,34,26
31,9,2013,31.21577075,6.91609662,1,21,18,16
1,10,2013,21.4470369,0,1,35,34,32
2,10,2013,28.6817927,16.64143058,1,31,34,32
3,10,2013,27.39931821,14.19909909,1,33,30,29
4,10,2013,37.44220807,18.47984767,1,25,29,29
5,10,2013,29.72189624,13.19411406,1,28,31,32
6,10,2013,22.59991811,17.00235878,1,30,32,30
7,10,2013,28.30663965,14.51367852,1,20,23,16
8,10,2013,25.73094511,13.93868618,1,35,32,37
9,10,2013,28.0206837,1.852081986,1,38,36,36
10,10,2013,31.47591084,8.936402106,1,21,19,25
11,10,2013,23.15385383,18.97348633,1,28,29,26
12,10,2013,25.4329159,17.09627523,1,34,29,31
13,10,2013,23.89842317,7.474328787,1,36,34,35
14,10,2013,25.36906839,14.39609682,1,24,25,24
15,10,2013,19.22345392,14.5399015,1,35,33,34
16,10,2013,21.79826129,8.789903393,1,35,39,36
17,10,2013,29.92943191,7.343287557,1,24,25,27
18,10,2013,19.51678879,7.184846249,1,31,29,26
19,10,2013,20.92362169,19.00606995,1,32,29,36
20,10,2013,29.48764721,10.90612799,1,22,19,23
21,10,2013,25.03808749,14.43432343,1,38,35,40
22,10,2013,19.81015017,15.1330238,1,24,25,28
23,10,2013,25.22582928,19.29673167,1,38,37,39
24,10,2013,17.19271319,23.07346602,1,29,30,29
25,10,2013,25.60067628,16.01170864,1,38,33,37
26,10,2013,24.44611143,9.528959568,1,31,30,33
27,10,2013,23.19443433,13.04481171,1,22,26,20
28,10,2013,21.4018456,4.134938656,1,29,26,30
29,10,2013,23.18640882,8.79297044,1,24,20,22
30,10,2013,22.64628751,11.36398195,1,38,39,40
31,10,2013,20.83674591,14.93237893,2,58,54,61
1,11,2013,27.03541273,4.571099753,1,30,32,29
2,11,2013,24.02597473,16.71923322,1,33,33,36
3,11,2013,22.85648967,6.810797218,1,22,23,19
4,11,2013,27.43145447,11.01594658,1,23,19,24
5,11,2013,24.46566954,2.266707499,1,22,23,23
6,11,2013,33.05627047,8.640825547,1,33,34,33
7,11,2013,17.45169197,8.613043041,1,31,32,33
8,11,2013,21.32524224,14.48029134,1,28,29,31
9,11,2013,23.44461045,15.47179975,1,38,35,35
10,11,2013,18.49826584,5.98074798,1,37,37,34
11,11,2013,15.7289963,8.709719235,2,63,60,58
12,11,2013,25.64596148,18.81334293,1,22,19,25
13,11,2013,24.50495844,4.746730817,1,34,32,30
14,11,2013,34.72871588,14.4857633,1,27,24,31
15,11,2013,24.948964,0.1938982618,1,37,41,39
16,11,2013,16.69255914,11.60395461,1,33,31,33
17,11,2013,27.88849737,13.64164321,1,21,24,23
18,11,2013,22.22960917,6.696421967,1,29,29,29
19,11,2013,33.10806524,7.819695768,1,28,27,29
20,11,2013,24.43506463,18.837187,1,21,21,18
21,11,2013,17.81913412,10.75656473,1,34,30,36
22,11,2013,17.41967342,13.0560564,1,20,20,22
23,11,2013,22.13862968,6.914577628,1,35,38,34
24,11,2013,24.60843301,9.202183303,1,35,32,33
25,11,2013,24.77296204,11.89560851,1,27,31,25
26,11,2013,24.0940247,9.931773269,1,39,43,39
27,11,2013,26.59233755,1.876769543,1,32,32,32
28,11,2013,26.51112603,7.888948807,1,26,27,27
29,11,2013,31.70647725,16.03789165,1,25,24,21
30,11,2013,35.26300776,17.22282189,1,26,21,23
31,11,2013,26.72884701,8.09588066,1,25,28,20
1,12,2013,28.61025453,1.190548646,1,22,22,19
2,12,2013,23.64383464,9.207664855,1,21,21,21
3,12,2013,20.56262157,7.874781866,1,25,25,22
4,12,2013,19.76628007,12.74191404,1,31,27,26
5,12,2013,20.01969131,22.52992538,1,39,34,37
6,12,2013,15.59431174,12.54401098,1,26,21,29
7,12,2013,17.79866089,13.77002499,1,23,18,21
8,12,2013,25.3037033,0,1,36,31,40
9,12,2013,23.22242285,16.8337943,1,38,33,34
10,12,2013,16.39647287,15.6591867,1,32,34,27
11,12,2013,24.22482096,10.33030131,1,20,21,21
12,12,2013,24.09193772,12.56864268,1,20,18,19
13,12,2013,20.79155092,13.06094934,1,27,27,28
14,12,2013,22.84451831,12.86375683,1,31,30,30
15,12,2013,17.97867359,14.82434966,1,34,32,30
16,12,2013,25.76687909,17.10884875,1,38,37,36
17,12,2013,29.06441324,14.47804722,1,26,26,30
18,12,2013,28.53135211,11.50762118,1,23,19,24
19,12,2013,27.91542976,10.1924068,1,24,22,21
20,12,2013,20.05259184,4.329413371,1,37,38,40
21,12,2013,20.50442188,6.167672339,1,36,38,39
22,12,2013,31.60816221,8.491793654,1,29,28,26
23,12,2013,33.21963134,15.27219005,1,32,27,36
24,12,2013,21.15053196,15.58781766,1,22,17,20
25,12,2013,23.95857448,17.87185619,2,59,61,56
26,12,2013,27.06340442,21.19514701,1,30,28,26
27,12,2013,18.38771665,10.37664429,1,34,32,30
28,12,2013,30.34799725,20.73647859,1,35,30,35
29,12,2013,25.09313685,15.27162487,1,30,25,31
30,12,2013,31.33556511,14.4169333,1,36,40,32
31,12,2013,23.04122757,14.81629297,1,31,30,33
1,1,2014,25.08757807,11.61812882,2,51,50,55
2,1,2014,20.07259737,7.529906758,1,31,31,35
3,1,2014,21.74570302,14.66855058,1,27,30,28
4,1,2014,21.0544891,10.00624228,1,31,34,28
5,1,2014,17.12835208,7.39933995,1,21,16,18
6,1,2014,26.79297764,2.564911742,1,20,16,21
7,1,2014,18.70106328,10.14310252,1,27,27,30
8,1,2014,17.72372021,8.527720457,1,29,33,29
9,1,2014,28.08507867,14.32770054,1,28,32,29
10,1,2014,23.72535637,0,1,20,21,24
11,1,2014,19.2904929,3.445148148,1,27,23,27
12,1,2014,20.56384636,9.003920107,1,39,38,36
13,1,2014,21.89186069,7.70746857,1,33,28,37
14,1,2014,30.14524164,5.374100514,1,29,28,32
15,1,2014,26.23112662,8.188477465,1,27,29,27
16,1,2014,26.85586276,5.050887252,1,25,27,28
17,1,2014,26.38302793,14.82005235,1,29,31,32
18,1,2014,30.6924251,14.88842742,1,23,24,18
19,1,2014,30.07279061,10.27121198,1,23,20,18
20,1,2014,17.44437049,5.924243514,1,23,24,22
21,1,2014,29.59995819,7.743138361,1,32,27,31
22,1,2014,24.50919394,5.5669287,1,35,32,39
23,1,2014,25.43363916,15.15086984,1,37,39,37
24,1,2014,14.59824329,6.786897471,1,25,27,22
25,1,2014,14.75293167,13.51975987,1,34,31,36
26,1,2014,30.91559779,13.59448583,1,29,30,30
27,1,2014,21.05261385,11.26849977,1,35,31,31
28,1,2014,26.12368005,7.488337883,1,31,29,33
29,1,2014,22.62412447,16.36476874,1,30,32,34
30,1,2014,15.71258364,11.91299068,1,38,33,35
31,1,2014,26.22909879,9.700926176,1,37,37,32
1,2,2014,22.31903848,11.00685532,1,36,35,40
2,2,2014,16.69009177,8.972566123,1,29,29,30
3,2,2014,39.64548121,11.11429162,1,24,24,26
4,2,2014,19.49723044,1.115628224,1,36,34,34
5,2,2014,27.87785471,4.472863924,1,37,40,35
6,2,2014,27.47877575,13.5992458,1,33,28,34
7,2,2014,27.59557259,5.908929766,1,32,28,28
8,2,2014,31.65133561,0.768115235,1,53,53,49
9,2,2014,30.87750116,20.15907405,1,36,35,36
10,2,2014,19.93663438,4.863515615,1,32,28,28
11,2,2014,22.08891203,12.93721392,1,32,32,28
12,2,2014,21.16836201,16.4075567,1,39,34,37
13,2,2014,30.91785132,4.283995083,1,49,50,50
14,2,2014,15.49689281,6.175351632,1,28,31,28
15,2,2014,27.28081806,5.275649013,1,26,29,23
16,2,2014,24.99791337,11.87077543,1,25,26,21
17,2,2014,29.44592732,18.11395814,1,31,29,29
18,2,2014,19.30521214,10.16215545,1,21,20,18
19,2,2014,19.51052795,3.138467931,1,31,30,27
20,2,2014,42.52736763,13.02814948,1,35,33,39
21,2,2014,30.66541607,19.12795837,1,24,25,28
22,2,2014,20.46031087,4.893978305,1,22,22,26
23,2,2014,24.28776066,3.456182429,1,31,35,26
24,2,2014,25.42415888,11.57222767,1,21,24,25
25,2,2014,14.71759828,8.006068364,1,38,34,42
26,2,2014,25.92558907,5.128954344,1,34,32,29
27,2,2014,29.36571338,7.482948372,1,33,36,33
28,2,2014,26.77939337,7.596388191,1,36,32,35
29,2,2014,23.60509197,12.64916892,1,37,37,35
30,2,2014,31.42677305,16.88505869,1,22,25,25
31,2,2014,13.13903064,3.091274953,1,21,16,25
1,3,2014,19.16167149,9.153964239,1,21,19,18
2,3,2014,17.48316162,14.98188526,1,38,40,33
3,3,2014,28.12659699,7.99203331,1,33,29,32
4,3,2014,20.17023071,6.378443404,1,24,26,27
5,3,2014,30.39791008,4.969306048,1,49,52,47
6,3,2014,21.27276943,8.355309649,1,39,34,43
7,3,2014,28.87092855,0,1,31,33,33
8,3,2014,26.2613539,21.42800591,1,39,39,39
9,3,2014,29.69266929,11.9647909,1,22,26,18
10,3,2014,17.82209285,9.702087437,1,27,31,25
11,3,2014,30.47083496,4.528795235,1,54,55,49
12,3,2014,28.30731177,12.16259098,1,38,41,37
13,3,2014,23.45054747,15.6997865,1,20,22,16
14,3,2014,23.00160303,13.14346023,1,38,38,36
15,3,2014,26.58983455,14.05129606,1,26,30,25
16,3,2014,29.95631398,13.70133452,1,37,33,40
17,3,2014,21.35966691,8.482186353,1,28,23,31
18,3,2014,26.03619519,12.02222794,1,22,17,26
19,3,2014,27.50008348,2.84101111,1,25,25,29
20,3,2014,28.61961244,13.7041766,1,30,31,30
21,3,2014,27.47374931,9.615433995,1,21,19,16
22,3,2014,19.50855284,12.86306677,1,36,37,34
23,3,2014,20.39183805,4.65074995,1,28,24,28
24,3,2014,32.49106635,11.96620653,1,25,27,28
25,3,2014,22.79557556,12.81182383,1,30,32,25
26,3,2014,21.92611994,12.53415012,1,30,25,30
27,3,2014,17.08274373,6.250616618,1,25,27,25
28,3,2014,26.99454296,8.151235253,1,34,35,37
29,3,2014,19.27567901,10.02305623,1,23,18,20
30,3,2014,32.09931986,5.17446696,1,24,23,19
31,3,2014,20.18392938,13.13499502,1,37,34,39
1,4,2014,25.95101533,6.086548674,1,23,25,27
2,4,2014,21.1557542,4.154521263,1,27,27,29
3,4,2014,23.53301471,7.913551801,1,23,20,18
4,4,2014,33.25619331,3.60754601,1,44,47,42
5,4,2014,24.03310654,6.034547701,1,33,33,29
6,4,2014,22.07812362,11.8279573,1,36,37,31
7,4,2014,21.78488673,11.28587326,1,37,38,40
8,4,2014,26.92961643,15.41761769,1,37,36,32
9,4,2014,24.4896836,14.811682,1,27,23,28
10,4,2014,27.97650154,15.82075883,1,24,24,21
11,4,2014,15.09019094,4.381097637,1,27,26,23
12,4,2014,22.76688624,0,1,27,27,25
13,4,2014,27.91146224,2.251745377,1,37,37,36
14,4,2014,26.66399109,15.06875274,1,39,40,39
15,4,2014,27.12630545,1.995426267,1,21,19,17
16,4,2014,22.72065231,13.04252027,1,24,27,25
17,4,2014,26.54232243,3.871860062,1,24,20,28
18,4,2014,27.09762054,14.62217011,1,35,34,31
19,4,2014,27.94495304,8.632664756,1,20,17,18
20,4,2014,17.74308774,9.825949317,1,25,29,28
21,4,2014,19.53052472,11.02898402,1,26,28,23
22,4,2014,24.42101657,11.72595117,1,35,34,36
23,4,2014,32.64792347,17.00303639,1,29,25,24
24,4,2014,20.3334188,9.82762477,1,37,40,36
25,4,2014,21.36274206,14.48230278,1,34,31,33
26,4,2014,29.10494918,8.225581456,1,25,23,20
27,4,2014,35.01212152,3.262266932,1,45,43,43
28,4,2014,22.94760619,14.81767459,1,21,20,19
29,4,2014,25.05435147,9.55654081,1,28,24,29
30,4,2014,23.65995108,7.516958951,1,27,28,29
31,4,2014,24.01548938,16.5829312,1,30,27,31
1,5,2014,26.77926005,7.414004961,2,55,55,57
2,5,2014,28.83495225,4.869963742,1,34,33,30
3,5,2014,26.12164461,11.71398059,1,32,36,33
4,5,2014,20.91981323,10.59001714,1,33,29,36
5,5,2014,20.49282095,12.25476959,1,25,25,22
6,5,2014,30.0005464,7.186918047,1,25,29,25
7,5,2014,29.73618611,3.366440024,1,21,20,16
8,5,2014,27.58253722,12.04647498,1,38,38,35
9,5,2014,21.69528509,11.06517489,1,37,39,37
10,5,2014,20.6124355,11.39978835,1,37,36,41
11,5,2014,21.7407175,1.126275924,1,26,25,30
12,5,2014,27.9053929,12.26233376,1,25,22,29
13,5,2014,25.50996097,12.11496281,1,36,33,34
14,5,2014,24.40706688,12.44185295,1,38,34,33
15,5,2014,27.36114034,9.897960853,1,29,27,29
16,5,2014,24.92036271,14.58963309,1,20,15,17
17,5,2014,22.43309751,7.948699494,1,35,31,33
18,5,2014,30.6018012,14.54752935,1,22,26,20
19,5,2014,30.30800085,4.075562777,1,40,36,44
20,5,2014,24.28920671,3.786492627,1,32,33,27
21,5,2014,20.25063032,5.562454647,1,36,40,37
22,5,2014,19.17938836,14.15295261,1,23,26,24
23,5,2014,16.45931689,10.16466708,1,36,37,32
24,5,2014,25.8493898,10.45412964,1,30,28,31
25,5,2014,31.48301748,11.90808005,1,35,30,35
26,5,2014,28.91529058,8.96944562,1,39,41,40
27,5,2014,24.52417458,11.69069629,1,33,31,30
28,5,2014,31.56086064,12.54535611,1,33,30,28
29,5,2014,22.22934376,17.49745745,1,34,34,30
30,5,2014,15.53895733,20.47768685,1,32,36,35
31,5,2014,27.51444814,12.91060354,1,28,30,23
1,6,2014,30.38518736,8.875867194,1,26,24,25
2,6,2014,31.12377501,9.046524886,1,37,36,40
3,6,2014,24.66686157,0.8090320756,1,22,24,19
4,6,2014,25.76088488,8.129368399,1,22,23,24
5,6,2014,22.10955787,10.21158921,1,23,25,26
6,6,2014,21.48859481,8.507485732,1,30,28,25
7,6,2014,23.73818158,8.823829051,1,35,36,36
8,6,2014,20.77856205,18.09427548,1,24,28,23
9,6,2014,31.79155013,9.824982412,1,28,26,23
10,6,2014,23.86938765,19.62902869,1,29,31,29
11,6,2014,21.75949855,10.20264814,1,37,33,39
12,6,2014,22.47814149,6.252086481,1,20,18,16
13,6,2014,26.47966483,1.452958075,1,37,39,34
14,6,2014,19.70714051,7.454970807,1,35,38,30
15,6,2014,21.14732987,8.247051636,1,25,28,28
16,6,2014,26.99633771,8.918460752,1,31,30,35
17,6,2014,22.61115408,5.268696596,1,28,28,28
18,6,2014,18.14714041,11.55282355,1,36,34,37
19,6,2014,29.74346629,9.015998337,1,20,21,21
20,6,2014,23.80551842,8.754937223,1,38,42,36
21,6,2014,21.24463341,8.4646868,1,20,21,17
22,6,2014,27.48446572,6.674791909,1,30,27,29
23,6,2014,22.61389632,12.11700859,1,21,25,17
24,6,2014,30.97773885,22.10278069,1,21,19,24
25,6,2014,29.46354076,7.631979715,1,21,21,22
26,6,2014,26.71067069,8.873896156,1,22,24,19
27,6,2014,31.86928227,7.281059921,1,20,24,24
28,6,2014,26.93083189,10.50433532,1,23,18,23
29,6,2014,30.96544072,15.29053899,1,22,24,18
30,6,2014,30.68639333,11.64649606,1,26,22,27
31,6,2014,31.11438724,0,1,52,49,56
1,7,2014,29.21525638,1.719669932,1,32,32,33
2,7,2014,25.95123568,8.807877611,1,39,34,34
3,7,2014,12.08776436,2.358036309,1,39,39,37
4,7,2014,22.21258101,8.037179999,2,69,69,69
5,7,2014,25.00902749,9.891539979,1,23,27,25
6,7,2014,20.83616104,10.86078462,1,39,42,43
7,7,2014,36.87865404,14.30780479,1,32,29,27
8,7,2014,35.0980082,0,1,46,46,47
9,7,2014,26.81950303,14.14697928,1,39,37,42
10,7,2014,25.70405326,12.36744131,1,28,24,25
11,7,2014,22.07577874,1.527697124,1,22,24,26
12,7,2014,25.76240872,14.94066201,1,25,23,28
13,7,2014,26.50018523,5.13649476,1,36,39,32
14,7,2014,22.56710376,1.652841143,1,20,20,18
15,7,2014,24.05955131,4.821261369,1,36,36,35
16,7,2014,23.36281287,5.315517085,1,25,21,24
17,7,2014,24.58828177,7.601884925,1,35,39,31
18,7,2014,25.40928574,12.11854635,1,33,35,29
19,7,2014,32.07547343,6.133176937,1,22,19,22
20,7,2014,33.50061509,3.999006903,1,41,37,45
21,7,2014,31.03438918,20.8915743,1,26,21,27
22,7,2014,27.93722617,8.131510555,1,26,22,29
23,7,2014,27.65824559,13.53066248,1,34,29,30
24,7,2014,27.0928089,3.103328101,1,34,30,38
25,7,2014,26.95198168,9.657714721,1,26,22,21
26,7,2014,21.39352671,13.50202311,1,29,30,24
27,7,2014,21.66124142,7.596000057,1,25,28,20
28,7,2014,34.65750381,9.068161692,1,22,25,19
29,7,2014,23.50148166,0,1,36,34,39
30,7,2014,21.57832738,20.4640679,1,36,33,32
31,7,2014,29.50361953,14.45682053,1,36,31,31
1,8,2014,23.6779807,6.120500511,1,21,23,24
2,8,2014,19.65550351,15.48914771,1,24,23,20
3,8,2014,33.68931627,12.82435156,1,34,35,35
4,8,2014,18.32283618,5.187122549,1,23,18,18
5,8,2014,28.79292716,4.114878985,1,22,22,25
6,8,2014,29.0826744,10.01192599,1,24,22,27
7,8,2014,19.83435974,9.179396527,1,31,29,26
8,8,2014,21.32486245,15.50249504,1,22,26,25
9,8,2014,28.32900709,8.664527446,1,36,35,40
10,8,2014,24.72555908,12.61278801,1,39,43,37
11,8,2014,27.92748121,19.0755835,1,37,32,35
12,8,2014,22.35721477,2.844534992,1,36,37,31
13,8,2014,25.43664817,9.354237981,1,22,22,24
14,8,2014,25.11579407,14.3946192,1,22,20,21
15,8,2014,29.55868842,8.724050351,1,31,26,28
16,8,2014,29.71157154,0,1,30,25,26
17,8,2014,19.43440795,13.39594475,1,20,16,21
18,8,2014,17.32067295,5.896243047,1,26,23,30
19,8,2014,28.51582538,0,1,33,28,30
20,8,2014,23.72670848,10.03056691,1,32,29,30
21,8,2014,29.99177996,12.04178074,1,34,31,33
22,8,2014,20.39686813,14.60967402,1,37,41,41
23,8,2014,16.16964522,4.435658203,1,30,31,34
24,8,2014,26.68665513,2.596708978,1,38,40,40
25,8,2014,29.75718687,16.59665995,1,23,26,20
26,8,2014,18.48559863,15.6746225,1,25,29,20
27,8,2014,33.69439749,12.17890033,1,24,27,20
28,8,2014,26.79209049,5.77619534,1,20,17,21
29,8,2014,34.87049974,12.38904281,1,28,27,31
30,8,2014,25.70785727,9.278943392,1,30,32,32
31,8,2014,27.99989279,10.72921728,1,32,34,36
1,9,2014,20.85733501,9.588998764,1,38,38,40
2,9,2014,25.44538101,9.354232588,1,31,33,27
3,9,2014,20.9630931,17.88678167,1,20,17,18
4,9,2014,21.21301726,14.64336389,1,25,24,22
5,9,2014,27.18355201,14.89807077,1,23,19,25
6,9,2014,26.57012846,11.86438004,1,20,16,17
7,9,2014,28.18491061,24.48065275,1,30,26,33
8,9,2014,21.8373771,6.373666259,1,23,25,25
9,9,2014,24.74554269,9.164398416,1,29,33,30
10,9,2014,26.04675628,11.8190002,1,37,32,35
11,9,2014,21.06510197,0.4690300686,1,34,38,34
12,9,2014,24.35706225,12.27709995,1,20,15,15
13,9,2014,34.91815108,10.85025996,1,20,17,19
14,9,2014,27.88787568,9.056364436,1,31,27,31
15,9,2014,23.71565151,11.46735699,1,26,25,30
16,9,2014,17.55672845,7.890595435,1,39,40,40
17,9,2014,19.49067307,13.88116893,1,21,16,21
18,9,2014,28.31002683,8.295627947,1,34,35,30
19,9,2014,31.6697609,7.861517976,1,26,27,27
20,9,2014,27.47118448,3.077058619,1,38,35,38
21,9,2014,26.07923396,3.881986149,1,38,41,33
22,9,2014,24.08204618,11.62599357,1,33,34,36
23,9,2014,24.44549304,18.33561835,1,33,34,36
24,9,2014,26.95918017,9.460254623,1,31,31,29
25,9,2014,31.52106946,10.52405804,1,20,17,22
26,9,2014,25.34508423,12.92882796,1,21,21,21
27,9,2014,24.21347356,11.38119926,1,30,25,27
28,9,2014,24.11305456,7.349885008,1,22,20,26
29,9,2014,21.50798711,15.6616274,1,27,31,27
30,9,2014,27.32503242,16.21825491,1,33,37,28
31,9,2014,27.36668597,15.27706166,1,37,39,36
1,10,2014,26.69399126,10.33304208,1,37,32,41
2,10,2014,17.96770172,9.125883142,1,23,22,24
3,10,2014,25.88201649,6.739833861,1,26,22,23
4,10,2014,27.39893925,9.881139134,1,26,24,27
5,10,2014,28.36318359,11.29916248,1,25,25,21
6,10,2014,28.39732049,6.290973479,1,35,37,34
7,10,2014,32.65940791,13.57740083,1,28,29,30
8,10,2014,21.07683165,18.66126563,1,22,19,20
9,10,2014,33.48673241,7.166984877,1,33,35,35
10,10,2014,31.58395974,7.309165488,1,30,28,25
11,10,2014,15.42795885,13.60583563,1,33,32,33
12,10,2014,21.00768217,5.461325318,1,26,30,23
13,10,2014,26.9450107,8.302728393,1,23,25,26
