Food item,Date,Temperature,Precipitation,Day,Month,Special Occasion Category,Qty,Year
3,2019-05-02,24,14.5,2,5,1,6,2019
1,2019-05-03,25,18.0,3,5,1,49,2019
2,2019-05-03,26,12.6,3,5,1,37,2019
3,2019-05-03,23,1.9,3,5,1,21,2019
1,2019-05-04,16,21.0,4,5,1,43,2019
2,2019-05-04,25,23.4,4,5,1,40,2019
3,2019-05-04,18,17.9,4,5,1,43,2019
1,2019-05-05,19,25.9,5,5,1,18,2019
2,2019-05-05,16,16.8,5,5,1,11,2019
3,2019-05-05,24,1.5,5,5,1,4,2019
1,2019-05-06,20,16.9,6,5,1,43,2019
2,2019-05-06,20,1.7,6,5,1,28,2019
3,2019-05-06,29,9.8,6,5,1,3,2019
1,2019-05-07,28,1.2,7,5,1,1,2019
2,2019-05-07,20,5.9,7,5,1,48,2019
3,2019-05-07,27,3.1,7,5,1,10,2019
1,2019-05-08,26,22.1,8,5,1,7,2019
2,2019-05-08,17,26.9,8,5,1,20,2019
3,2019-05-08,17,4.3,8,5,1,5,2019
1,2019-05-09,15,10.7,9,5,3,27,2019
2,2019-05-09,22,18.5,9,5,3,25,2019
3,2019-05-09,19,24.6,9,5,3,52,2019
1,2019-05-10,22,26.1,10,5,1,46,2019
2,2019-05-10,21,31.3,10,5,1,36,2019
3,2019-05-10,28,12.1,10,5,1,42,2019
1,2019-05-11,24,30.9,11,5,1,33,2019
2,2019-05-11,15,4.1,11,5,1,9,2019
3,2019-05-11,20,18.5,11,5,1,35,2019
1,2019-05-12,21,7.0,12,5,1,5,2019
2,2019-05-12,24,29.1,12,5,1,12,2019
3,2019-05-12,21,15.6,12,5,1,30,2019
1,2019-05-13,23,1.2,13,5,1,9,2019
2,2019-05-13,27,15.5,13,5,1,23,2019
3,2019-05-13,27,23.9,13,5,1,52,2019
1,2019-05-14,29,16.5,14,5,1,45,2019
2,2019-05-14,15,24.5,14,5,1,21,2019
3,2019-05-14,16,17.8,14,5,1,44,2019
1,2019-05-15,16,10.3,15,5,1,33,2019
2,2019-05-15,28,1.4,15,5,1,43,2019
3,2019-05-15,24,29.0,15,5,1,10,2019
1,2019-05-16,29,4.2,16,5,1,36,2019
2,2019-05-16,16,17.4,16,5,1,28,2019
3,2019-05-16,25,8.7,16,5,1,47,2019
1,2019-05-17,20,9.4,17,5,1,15,2019
2,2019-05-17,28,31.5,17,5,1,8,2019
3,2019-05-17,25,18.6,17,5,1,47,2019
1,2019-05-18,15,14.5,18,5,3,19,2019
2,2019-05-18,17,23.1,18,5,3,47,2019
3,2019-05-18,24,6.3,18,5,3,50,2019
1,2019-05-19,16,14.0,19,5,1,1,2019
2,2019-05-19,16,1.5,19,5,1,47,2019
3,2019-05-19,27,23.1,19,5,1,29,2019
1,2019-05-20,21,5.4,20,5,1,26,2019
2,2019-05-20,15,7.4,20,5,1,5,2019
3,2019-05-20,24,29.5,20,5,1,7,2019
1,2019-05-21,24,17.0,21,5,1,1,2019
2,2019-05-21,15,20.4,21,5,1,43,2019
3,2019-05-21,23,22.3,21,5,1,3,2019
1,2019-05-22,29,29.1,22,5,1,43,2019
2,2019-05-22,24,8.9,22,5,1,25,2019
3,2019-05-22,20,24.0,22,5,1,1,2019
1,2019-05-23,27,27.1,23,5,1,16,2019
2,2019-05-23,23,16.3,23,5,1,51,2019
3,2019-05-23,20,26.1,23,5,1,14,2019
1,2019-05-24,27,6.7,24,5,1,2,2019
2,2019-05-24,23,29.0,24,5,1,3,2019
3,2019-05-24,25,3.2,24,5,1,30,2019
1,2019-05-25,23,26.5,25,5,1,51,2019
2,2019-05-25,16,2.9,25,5,1,22,2019
3,2019-05-25,20,13.3,25,5,1,40,2019
1,2019-05-26,18,27.9,26,5,1,52,2019
2,2019-05-26,23,32.2,26,5,1,18,2019
3,2019-05-26,16,17.2,26,5,1,15,2019
1,2019-05-27,18,32.7,27,5,1,42,2019
2,2019-05-27,27,15.1,27,5,1,3,2019
3,2019-05-27,20,24.1,27,5,1,40,2019
1,2019-05-28,25,23.4,28,5,1,4,2019
2,2019-05-28,25,12.6,28,5,1,11,2019
3,2019-05-28,24,12.0,28,5,1,32,2019
1,2019-05-29,25,12.9,29,5,1,2,2019
2,2019-05-29,28,27.8,29,5,1,9,2019
3,2019-05-29,26,21.0,29,5,1,34,2019
1,2019-05-30,27,4.1,30,5,1,48,2019
2,2019-05-30,23,19.4,30,5,1,9,2019
3,2019-05-30,24,18.3,30,5,1,48,2019
1,2019-05-31,27,12.0,31,5,4,32,2019
2,2019-05-31,24,25.1,31,5,4,35,2019
3,2019-05-31,19,7.4,31,5,4,44,2019
1,2019-06-01,27,13.2,1,6,1,28,2019
2,2019-06-01,23,11.9,1,6,1,6,2019
3,2019-06-01,27,5.9,1,6,1,16,2019
1,2019-06-02,21,20.2,2,6,1,21,2019
2,2019-06-02,24,29.3,2,6,1,37,2019
3,2019-06-02,19,21.0,2,6,1,42,2019
1,2019-06-03,26,16.0,3,6,1,13,2019
2,2019-06-03,25,9.5,3,6,1,8,2019
3,2019-06-03,22,10.8,3,6,1,40,2019
1,2019-06-04,27,7.7,4,6,1,30,2019
2,2019-06-04,28,29.9,4,6,1,44,2019
3,2019-06-04,25,6.8,4,6,1,17,2019
1,2019-06-05,24,23.1,5,6,1,12,2019
2,2019-06-05,17,27.1,5,6,1,18,2019
3,2019-06-05,28,26.3,5,6,1,38,2019
1,2019-06-06,23,9.2,6,6,1,38,2019
2,2019-06-06,17,21.2,6,6,1,1,2019
3,2019-06-06,28,9.4,6,6,1,28,2019
1,2019-06-07,19,23.0,7,6,1,13,2019
2,2019-06-07,25,19.8,7,6,1,22,2019
3,2019-06-07,24,22.0,7,6,1,15,2019
1,2019-06-08,29,25.7,8,6,1,23,2019
2,2019-06-08,21,6.8,8,6,1,20,2019
3,2019-06-08,24,23.2,8,6,1,12,2019
1,2019-06-09,15,14.6,9,6,1,1,2019
2,2019-06-09,19,9.1,9,6,1,6,2019
3,2019-06-09,27,28.9,9,6,1,35,2019
1,2019-06-10,29,18.6,10,6,1,46,2019
2,2019-06-10,16,25.9,10,6,1,25,2019
3,2019-06-10,22,7.2,10,6,1,40,2019
1,2019-06-11,29,29.6,11,6,1,40,2019
2,2019-06-11,27,27.2,11,6,1,2,2019
3,2019-06-11,22,8.8,11,6,1,38,2019
1,2019-06-12,25,32.8,12,6,1,43,2019
2,2019-06-12,27,24.7,12,6,1,32,2019
3,2019-06-12,27,28.3,12,6,1,45,2019
1,2019-06-13,25,8.5,13,6,1,15,2019
2,2019-06-13,27,11.0,13,6,1,35,2019
3,2019-06-13,18,29.3,13,6,1,21,2019
1,2019-06-14,17,13.8,14,6,1,30,2019
2,2019-06-14,29,3.4,14,6,1,35,2019
3,2019-06-14,20,1.3,14,6,1,14,2019
1,2019-06-15,22,20.8,15,6,1,32,2019
2,2019-06-15,18,2.0,15,6,1,15,2019
3,2019-06-15,25,1.0,15,6,1,3,2019
1,2019-06-16,19,28.5,16,6,1,10,2019
2,2019-06-16,17,19.4,16,6,1,29,2019
3,2019-06-16,29,24.3,16,6,1,2,2019
1,2019-06-17,24,5.2,17,6,1,25,2019
2,2019-06-17,18,19.0,17,6,1,23,2019
3,2019-06-17,22,12.9,17,6,1,34,2019
1,2019-06-18,21,20.6,18,6,1,5,2019
2,2019-06-18,17,15.0,18,6,1,50,2019
3,2019-06-18,18,28.4,18,6,1,42,2019
1,2019-06-19,18,30.9,19,6,1,14,2019
2,2019-06-19,25,31.2,19,6,1,18,2019
3,2019-06-19,25,22.5,19,6,1,18,2019
1,2019-06-20,22,30.9,20,6,1,21,2019
2,2019-06-20,26,16.8,20,6,1,41,2019
3,2019-06-20,25,23.1,20,6,1,41,2019
1,2019-06-21,20,9.6,21,6,1,19,2019
2,2019-06-21,15,21.2,21,6,1,4,2019
3,2019-06-21,15,6.5,21,6,1,12,2019
1,2019-06-22,20,15.4,22,6,1,47,2019
2,2019-06-22,15,27.6,22,6,1,14,2019
3,2019-06-22,16,1.4,22,6,1,48,2019
1,2019-06-23,15,20.3,23,6,1,43,2019
2,2019-06-23,29,27.6,23,6,1,20,2019
3,2019-06-23,28,29.9,23,6,1,28,2019
1,2019-06-24,22,31.3,24,6,1,13,2019
2,2019-06-24,27,19.5,24,6,1,49,2019
3,2019-06-24,20,21.4,24,6,1,26,2019
1,2019-06-25,25,19.8,25,6,1,40,2019
2,2019-06-25,25,2.5,25,6,1,8,2019
3,2019-06-25,27,14.3,25,6,1,30,2019
1,2019-06-26,15,20.2,26,6,1,52,2019
2,2019-06-26,21,29.1,26,6,1,43,2019
3,2019-06-26,21,16.9,26,6,1,47,2019
1,2019-06-27,22,7.1,27,6,1,23,2019
2,2019-06-27,22,29.1,27,6,1,9,2019
3,2019-06-27,17,7.2,27,6,1,37,2019
1,2019-06-28,24,22.9,28,6,1,31,2019
2,2019-06-28,21,20.6,28,6,1,15,2019
3,2019-06-28,29,25.6,28,6,1,46,2019
1,2019-06-29,18,11.9,29,6,1,12,2019
2,2019-06-29,15,22.2,29,6,1,42,2019
3,2019-06-29,28,10.6,29,6,1,46,2019
1,2019-06-30,25,26.1,30,6,1,7,2019
2,2019-06-30,26,6.2,30,6,1,20,2019
3,2019-06-30,16,9.4,30,6,1,10,2019
1,2019-07-01,18,14.8,1,7,1,20,2019
2,2019-07-01,17,32.3,1,7,1,40,2019
3,2019-07-01,22,14.9,1,7,1,23,2019
1,2019-07-02,22,7.4,2,7,1,8,2019
2,2019-07-02,27,8.2,2,7,1,10,2019
3,2019-07-02,21,12.5,2,7,1,36,2019
1,2019-07-03,27,10.5,3,7,1,36,2019
2,2019-07-03,19,6.2,3,7,1,4,2019
3,2019-07-03,29,25.7,3,7,1,38,2019
1,2019-07-04,29,32.4,4,7,2,23,2019
2,2019-07-04,20,16.3,4,7,2,11,2019
3,2019-07-04,26,20.6,4,7,2,5,2019
1,2019-07-05,20,25.8,5,7,1,46,2019
2,2019-07-05,22,20.8,5,7,1,48,2019
3,2019-07-05,26,16.4,5,7,1,17,2019
1,2019-07-06,15,15.5,6,7,1,31,2019
2,2019-07-06,24,27.1,6,7,1,42,2019
3,2019-07-06,19,14.2,6,7,1,9,2019
1,2019-07-07,20,24.0,7,7,1,48,2019
2,2019-07-07,16,22.2,7,7,1,40,2019
3,2019-07-07,15,28.4,7,7,1,15,2019
1,2019-07-08,29,18.0,8,7,1,39,2019
2,2019-07-08,27,32.5,8,7,1,9,2019
3,2019-07-08,22,12.7,8,7,1,27,2019
1,2019-07-09,19,16.5,9,7,1,16,2019
2,2019-07-09,23,16.6,9,7,1,44,2019
3,2019-07-09,20,27.6,9,7,1,7,2019
1,2019-07-10,23,28.3,10,7,1,18,2019
2,2019-07-10,21,23.2,10,7,1,25,2019
3,2019-07-10,28,29.7,10,7,1,45,2019
1,2019-07-11,15,27.0,11,7,1,6,2019
2,2019-07-11,17,24.4,11,7,1,26,2019
3,2019-07-11,28,21.4,11,7,1,4,2019
1,2019-07-12,26,18.5,12,7,1,25,2019
2,2019-07-12,27,22.0,12,7,1,38,2019
3,2019-07-12,29,19.1,12,7,1,28,2019
1,2019-07-13,19,9.7,13,7,1,28,2019
2,2019-07-13,17,6.7,13,7,1,34,2019
3,2019-07-13,20,20.1,13,7,1,38,2019
1,2019-07-14,22,18.7,14,7,1,6,2019
2,2019-07-14,28,8.9,14,7,1,10,2019
3,2019-07-14,17,29.4,14,7,1,12,2019
1,2019-07-15,15,24.1,15,7,1,29,2019
2,2019-07-15,29,11.6,15,7,1,52,2019
3,2019-07-15,23,1.6,15,7,1,31,2019
1,2019-07-16,28,17.4,16,7,1,20,2019
2,2019-07-16,21,19.6,16,7,1,4,2019
3,2019-07-16,27,20.8,16,7,1,42,2019
1,2019-07-17,16,2.5,17,7,1,52,2019
2,2019-07-17,27,8.2,17,7,1,36,2019
3,2019-07-17,15,18.5,17,7,1,13,2019
1,2019-07-18,15,10.2,18,7,1,8,2019
2,2019-07-18,16,31.2,18,7,1,23,2019
3,2019-07-18,28,20.3,18,7,1,26,2019
1,2019-07-19,29,29.9,19,7,1,39,2019
2,2019-07-19,19,15.7,19,7,1,25,2019
3,2019-07-19,27,5.7,19,7,1,2,2019
1,2019-07-20,20,14.6,20,7,1,17,2019
2,2019-07-20,28,32.8,20,7,1,32,2019
3,2019-07-20,16,13.5,20,7,1,30,2019
1,2019-07-21,16,6.3,21,7,1,21,2019
2,2019-07-21,28,7.3,21,7,1,17,2019
3,2019-07-21,22,8.1,21,7,1,15,2019
1,2019-07-22,23,15.8,22,7,1,44,2019
2,2019-07-22,29,4.7,22,7,1,52,2019
3,2019-07-22,28,18.4,22,7,1,52,2019
1,2019-07-23,23,27.7,23,7,1,1,2019
2,2019-07-23,26,1.6,23,7,1,34,2019
3,2019-07-23,23,11.6,23,7,1,12,2019
1,2019-07-24,15,25.5,24,7,1,8,2019
2,2019-07-24,22,30.3,24,7,1,12,2019
3,2019-07-24,15,20.3,24,7,1,42,2019
1,2019-07-25,28,2.6,25,7,1,39,2019
2,2019-07-25,25,21.6,25,7,1,33,2019
3,2019-07-25,24,22.5,25,7,1,21,2019
1,2019-07-26,22,30.5,26,7,1,6,2019
2,2019-07-26,20,2.9,26,7,1,37,2019
3,2019-07-26,27,27.3,26,7,1,8,2019
1,2019-07-27,23,9.8,27,7,1,51,2019
2,2019-07-27,25,10.2,27,7,1,21,2019
3,2019-07-27,17,10.2,27,7,1,40,2019
1,2019-07-28,17,21.2,28,7,1,17,2019
2,2019-07-28,20,22.5,28,7,1,38,2019
3,2019-07-28,26,27.9,28,7,1,37,2019
1,2019-07-29,17,17.0,29,7,1,22,2019
2,2019-07-29,24,30.0,29,7,1,36,2019
3,2019-07-29,24,15.4,29,7,1,32,2019
1,2019-07-30,15,23.4,30,7,1,46,2019
2,2019-07-30,17,10.8,30,7,1,35,2019
3,2019-07-30,28,3.3,30,7,1,28,2019
1,2019-07-31,15,3.6,31,7,1,48,2019
2,2019-07-31,22,18.1,31,7,1,12,2019
3,2019-07-31,22,30.8,31,7,1,50,2019
1,2019-08-01,18,7.2,1,8,1,27,2019
2,2019-08-01,23,8.5,1,8,1,12,2019
3,2019-08-01,29,5.6,1,8,1,14,2019
1,2019-08-02,27,15.1,2,8,1,34,2019
2,2019-08-02,17,8.7,2,8,1,42,2019
3,2019-08-02,23,24.8,2,8,1,40,2019
1,2019-08-03,24,6.5,3,8,1,24,2019
2,2019-08-03,19,4.5,3,8,1,27,2019
3,2019-08-03,15,1.0,3,8,1,12,2019
1,2019-08-04,23,22.0,4,8,1,26,2019
2,2019-08-04,29,13.7,4,8,1,31,2019
3,2019-08-04,16,29.5,4,8,1,23,2019
1,2019-08-05,18,10.8,5,8,1,48,2019
2,2019-08-05,15,14.9,5,8,1,2,2019
3,2019-08-05,28,30.9,5,8,1,21,2019
1,2019-08-06,23,28.4,6,8,1,52,2019
2,2019-08-06,20,6.3,6,8,1,33,2019
3,2019-08-06,18,10.0,6,8,1,15,2019
1,2019-08-07,24,10.4,7,8,1,52,2019
2,2019-08-07,29,14.7,7,8,1,21,2019
3,2019-08-07,22,4.5,7,8,1,5,2019
1,2019-08-08,20,29.7,8,8,1,48,2019
2,2019-08-08,26,24.3,8,8,1,4,2019
3,2019-08-08,25,30.6,8,8,1,28,2019
1,2019-08-09,17,18.9,9,8,1,23,2019
2,2019-08-09,17,13.9,9,8,1,10,2019
3,2019-08-09,23,31.0,9,8,1,8,2019
1,2019-08-10,21,8.9,10,8,1,5,2019
2,2019-08-10,24,19.3,10,8,1,37,2019
3,2019-08-10,22,3.7,10,8,1,38,2019
1,2019-08-11,27,8.0,11,8,1,48,2019
2,2019-08-11,16,24.4,11,8,1,51,2019
3,2019-08-11,28,28.4,11,8,1,44,2019
1,2019-08-12,26,28.7,12,8,4,13,2019
2,2019-08-12,25,24.7,12,8,4,28,2019
3,2019-08-12,24,26.2,12,8,4,39,2019
1,2019-08-13,29,25.8,13,8,1,47,2019
2,2019-08-13,16,2.4,13,8,1,52,2019
3,2019-08-13,23,22.9,13,8,1,22,2019
1,2019-08-14,22,32.5,14,8,1,1,2019
2,2019-08-14,15,5.2,14,8,1,42,2019
3,2019-08-14,20,29.5,14,8,1,15,2019
1,2019-08-15,15,3.2,15,8,2,35,2019
2,2019-08-15,27,26.2,15,8,2,47,2019
3,2019-08-15,15,11.3,15,8,2,26,2019
1,2019-08-16,27,3.5,16,8,1,17,2019
2,2019-08-16,28,30.0,16,8,1,35,2019
3,2019-08-16,28,6.6,16,8,1,8,2019
1,2019-08-17,27,19.2,17,8,1,27,2019
2,2019-08-17,27,15.5,17,8,1,35,2019
3,2019-08-17,26,4.6,17,8,1,22,2019
1,2019-08-18,24,22.7,18,8,1,25,2019
2,2019-08-18,16,1.8,18,8,1,5,2019
3,2019-08-18,24,13.8,18,8,1,6,2019
1,2019-08-19,25,21.8,19,8,1,18,2019
2,2019-08-19,18,18.8,19,8,1,14,2019
3,2019-08-19,28,3.0,19,8,1,44,2019
1,2019-08-20,21,17.2,20,8,1,43,2019
2,2019-08-20,29,22.0,20,8,1,17,2019
3,2019-08-20,17,12.1,20,8,1,36,2019
1,2019-08-21,17,13.7,21,8,1,48,2019
2,2019-08-21,26,26.9,21,8,1,17,2019
3,2019-08-21,21,9.0,21,8,1,1,2019
1,2019-08-22,17,12.2,22,8,1,13,2019
2,2019-08-22,20,22.4,22,8,1,14,2019
3,2019-08-22,19,3.0,22,8,1,47,2019
1,2019-08-23,28,6.6,23,8,1,16,2019
2,2019-08-23,26,29.8,23,8,1,4,2019
3,2019-08-23,27,7.8,23,8,1,32,2019
1,2019-08-24,27,23.5,24,8,3,3,2019
2,2019-08-24,20,11.0,24,8,3,15,2019
3,2019-08-24,25,9.2,24,8,3,39,2019
1,2019-08-25,27,27.6,25,8,1,7,2019
2,2019-08-25,22,15.7,25,8,1,39,2019
3,2019-08-25,24,10.9,25,8,1,16,2019
1,2019-08-26,17,3.7,26,8,1,38,2019
2,2019-08-26,16,2.2,26,8,1,29,2019
3,2019-08-26,21,24.2,26,8,1,43,2019
1,2019-08-27,28,5.5,27,8,1,5,2019
2,2019-08-27,28,18.1,27,8,1,46,2019
3,2019-08-27,26,12.9,27,8,1,23,2019
1,2019-08-28,20,8.8,28,8,1,18,2019
2,2019-08-28,29,16.3,28,8,1,32,2019
3,2019-08-28,23,10.7,28,8,1,20,2019
1,2019-08-29,20,11.2,29,8,1,3,2019
2,2019-08-29,24,1.0,29,8,1,17,2019
3,2019-08-29,18,11.2,29,8,1,17,2019
1,2019-08-30,23,7.5,30,8,1,32,2019
2,2019-08-30,20,27.1,30,8,1,35,2019
3,2019-08-30,20,5.0,30,8,1,22,2019
1,2019-08-31,21,9.3,31,8,1,42,2019
2,2019-08-31,17,32.7,31,8,1,12,2019
3,2019-08-31,21,15.5,31,8,1,18,2019
1,2019-09-01,15,10.5,1,9,1,9,2019
2,2019-09-01,21,2.9,1,9,1,47,2019
3,2019-09-01,19,10.6,1,9,1,23,2019
1,2019-09-02,28,25.6,2,9,1,34,2019
2,2019-09-02,27,18.9,2,9,1,47,2019
3,2019-09-02,23,26.3,2,9,1,42,2019
1,2019-09-03,23,22.9,3,9,1,30,2019
2,2019-09-03,21,26.6,3,9,1,25,2019
3,2019-09-03,28,5.9,3,9,1,48,2019
1,2019-09-04,16,3.3,4,9,1,11,2019
2,2019-09-04,25,27.4,4,9,1,22,2019
3,2019-09-04,27,10.5,4,9,1,17,2019
1,2019-09-05,28,28.6,5,9,1,12,2019
2,2019-09-05,23,14.2,5,9,1,11,2019
3,2019-09-05,15,1.1,5,9,1,35,2019
1,2019-09-06,19,24.2,6,9,1,16,2019
2,2019-09-06,20,25.8,6,9,1,43,2019
3,2019-09-06,29,8.7,6,9,1,42,2019
1,2019-09-07,26,12.5,7,9,1,4,2019
2,2019-09-07,21,1.0,7,9,1,26,2019
3,2019-09-07,25,17.9,7,9,1,15,2019
1,2019-09-08,29,24.8,8,9,1,47,2019
2,2019-09-08,21,18.4,8,9,1,40,2019
3,2019-09-08,26,14.4,8,9,1,43,2019
1,2019-09-09,15,7.9,9,9,1,17,2019
2,2019-09-09,22,9.1,9,9,1,8,2019
3,2019-09-09,19,3.7,9,9,1,36,2019
1,2019-09-10,26,2.4,10,9,4,47,2019
2,2019-09-10,26,10.0,10,9,4,23,2019
3,2019-09-10,28,24.9,10,9,4,45,2019
1,2019-09-11,18,16.6,11,9,2,37,2019
2,2019-09-11,27,11.5,11,9,2,36,2019
3,2019-09-11,29,17.8,11,9,2,19,2019
1,2019-09-12,27,19.1,12,9,1,37,2019
2,2019-09-12,25,29.9,12,9,1,29,2019
3,2019-09-12,18,24.3,12,9,1,36,2019
1,2019-09-13,16,13.9,13,9,1,16,2019
2,2019-09-13,16,2.6,13,9,1,36,2019
3,2019-09-13,28,13.3,13,9,1,23,2019
1,2019-09-14,16,7.0,14,9,1,29,2019
2,2019-09-14,18,29.2,14,9,1,52,2019
3,2019-09-14,29,10.3,14,9,1,39,2019
1,2019-09-15,17,14.0,15,9,1,6,2019
2,2019-09-15,18,22.3,15,9,1,20,2019
3,2019-09-15,23,18.3,15,9,1,50,2019
1,2019-09-16,16,2.2,16,9,1,23,2019
2,2019-09-16,28,17.9,16,9,1,22,2019
3,2019-09-16,24,1.9,16,9,1,44,2019
1,2019-09-17,16,1.8,17,9,1,9,2019
2,2019-09-17,24,16.9,17,9,1,4,2019
3,2019-09-17,17,6.2,17,9,1,31,2019
1,2019-09-18,17,19.3,18,9,1,31,2019
2,2019-09-18,17,32.3,18,9,1,32,2019
3,2019-09-18,16,14.7,18,9,1,10,2019
1,2019-09-19,16,20.6,19,9,1,24,2019
2,2019-09-19,15,16.8,19,9,1,16,2019
3,2019-09-19,28,1.6,19,9,1,31,2019
1,2019-09-20,25,9.7,20,9,1,11,2019
2,2019-09-20,21,4.0,20,9,1,7,2019
3,2019-09-20,24,17.6,20,9,1,12,2019
1,2019-09-21,29,15.9,21,9,1,11,2019
2,2019-09-21,26,7.0,21,9,1,47,2019
3,2019-09-21,26,25.8,21,9,1,7,2019
1,2019-09-22,16,20.1,22,9,1,4,2019
2,2019-09-22,26,2.8,22,9,1,11,2019
3,2019-09-22,22,3.8,22,9,1,11,2019
1,2019-09-23,27,5.1,23,9,1,3,2019
2,2019-09-23,24,29.3,23,9,1,2,2019
3,2019-09-23,15,22.6,23,9,1,30,2019
1,2019-09-24,18,9.6,24,9,1,25,2019
2,2019-09-24,27,15.7,24,9,1,42,2019
3,2019-09-24,22,11.2,24,9,1,41,2019
1,2019-09-25,20,7.8,25,9,1,37,2019
2,2019-09-25,20,5.0,25,9,1,22,2019
3,2019-09-25,23,28.0,25,9,1,43,2019
1,2019-09-26,25,24.3,26,9,1,34,2019
2,2019-09-26,24,19.8,26,9,1,12,2019
3,2019-09-26,22,4.8,26,9,1,26,2019
1,2019-09-27,23,20.7,27,9,1,34,2019
2,2019-09-27,18,16.2,27,9,1,2,2019
3,2019-09-27,15,22.3,27,9,1,36,2019
1,2019-09-28,22,16.6,28,9,1,2,2019
2,2019-09-28,29,26.6,28,9,1,2,2019
3,2019-09-28,27,26.6,28,9,1,37,2019
1,2019-09-29,26,6.1,29,9,1,39,2019
2,2019-09-29,22,12.4,29,9,1,46,2019
3,2019-09-29,28,27.7,29,9,1,24,2019
1,2019-09-30,28,26.4,30,9,1,12,2019
2,2019-09-30,20,5.4,30,9,1,36,2019
3,2019-09-30,27,10.2,30,9,1,14,2019
1,2019-10-01,29,23.1,1,10,1,36,2019
2,2019-10-01,22,26.2,1,10,1,33,2019
3,2019-10-01,27,22.5,1,10,1,18,2019
1,2019-10-02,20,10.3,2,10,2,32,2019
2,2019-10-02,27,9.5,2,10,2,5,2019
3,2019-10-02,18,11.2,2,10,2,51,2019
1,2019-10-03,28,15.0,3,10,1,14,2019
2,2019-10-03,20,22.7,3,10,1,17,2019
3,2019-10-03,27,27.6,3,10,1,7,2019
1,2019-10-04,28,5.1,4,10,1,44,2019
2,2019-10-04,15,27.4,4,10,1,47,2019
3,2019-10-04,26,21.6,4,10,1,45,2019
1,2019-10-05,25,13.7,5,10,3,40,2019
2,2019-10-05,25,10.4,5,10,3,43,2019
3,2019-10-05,15,1.2,5,10,3,35,2019
1,2019-10-06,15,18.5,6,10,3,46,2019
2,2019-10-06,20,3.7,6,10,3,32,2019
3,2019-10-06,22,29.4,6,10,3,20,2019
1,2019-10-07,17,29.6,7,10,3,29,2019
2,2019-10-07,20,26.8,7,10,3,31,2019
3,2019-10-07,20,22.1,7,10,3,5,2019
1,2019-10-08,26,8.0,8,10,3,8,2019
2,2019-10-08,21,16.2,8,10,3,44,2019
3,2019-10-08,21,3.4,8,10,3,39,2019
1,2019-10-09,29,32.1,9,10,1,11,2019
2,2019-10-09,27,3.6,9,10,1,16,2019
3,2019-10-09,17,29.3,9,10,1,3,2019
1,2019-10-10,15,11.0,10,10,1,47,2019
2,2019-10-10,15,13.7,10,10,1,29,2019
3,2019-10-10,18,22.6,10,10,1,29,2019
1,2019-10-11,17,12.5,11,10,1,35,2019
2,2019-10-11,19,19.3,11,10,1,12,2019
3,2019-10-11,18,23.2,11,10,1,9,2019
1,2019-10-12,21,28.7,12,10,1,19,2019
2,2019-10-12,20,3.8,12,10,1,43,2019
3,2019-10-12,27,22.4,12,10,1,22,2019
1,2019-10-13,26,15.0,13,10,3,45,2019
2,2019-10-13,20,8.2,13,10,3,8,2019
3,2019-10-13,18,18.4,13,10,3,26,2019
1,2019-10-14,17,16.1,14,10,1,43,2019
2,2019-10-14,27,18.1,14,10,1,20,2019
3,2019-10-14,22,2.6,14,10,1,39,2019
1,2019-10-15,17,19.5,15,10,1,31,2019
2,2019-10-15,21,8.3,15,10,1,26,2019
3,2019-10-15,24,27.0,15,10,1,38,2019
1,2019-10-16,16,16.7,16,10,1,6,2019
2,2019-10-16,28,20.0,16,10,1,49,2019
3,2019-10-16,24,5.7,16,10,1,35,2019
1,2019-10-17,22,18.2,17,10,3,52,2019
2,2019-10-17,20,29.4,17,10,3,7,2019
3,2019-10-17,25,29.8,17,10,3,4,2019
1,2019-10-18,23,23.2,18,10,1,38,2019
2,2019-10-18,28,11.6,18,10,1,51,2019
3,2019-10-18,19,17.8,18,10,1,24,2019
1,2019-10-19,23,32.0,19,10,1,52,2019
2,2019-10-19,20,20.9,19,10,1,32,2019
3,2019-10-19,15,22.4,19,10,1,11,2019
1,2019-10-20,26,30.7,20,10,1,23,2019
2,2019-10-20,27,4.7,20,10,1,28,2019
3,2019-10-20,25,31.8,20,10,1,26,2019
1,2019-10-21,23,2.8,21,10,1,19,2019
2,2019-10-21,15,17.0,21,10,1,14,2019
3,2019-10-21,17,21.9,21,10,1,17,2019
1,2019-10-22,17,15.3,22,10,1,30,2019
2,2019-10-22,18,13.6,22,10,1,15,2019
3,2019-10-22,28,29.1,22,10,1,51,2019
1,2019-10-23,20,13.2,23,10,1,47,2019
2,2019-10-23,19,14.9,23,10,1,52,2019
3,2019-10-23,24,2.8,23,10,1,23,2019
1,2019-10-24,23,30.9,24,10,1,22,2019
2,2019-10-24,15,31.3,24,10,1,41,2019
3,2019-10-24,24,16.1,24,10,1,7,2019
1,2019-10-25,27,4.4,25,10,1,27,2019
2,2019-10-25,18,10.3,25,10,1,44,2019
3,2019-10-25,19,22.4,25,10,1,4,2019
1,2019-10-26,15,20.6,26,10,1,26,2019
2,2019-10-26,18,18.5,26,10,1,30,2019
3,2019-10-26,16,28.7,26,10,1,35,2019
1,2019-10-27,22,11.9,27,10,1,19,2019
2,2019-10-27,18,18.1,27,10,1,43,2019
3,2019-10-27,25,19.8,27,10,1,18,2019
1,2019-10-28,26,10.3,28,10,3,16,2019
