Date,Food item,Qty,Temperature,Precipitation,Day,Month,Special Occasion
2019-01-12,Chicken Biryani,13,15,4.7,Saturday,January,Normal Day
2019-01-13,Chicken Biryani,45,22,28.3,Sunday,January,Normal Day
2019-01-14,Chicken Biryani,17,18,26.4,Monday,January,Normal Day
2019-01-15,Chicken Biryani,49,20,6.7,Tuesday,January,Normal Day
2019-01-16,Chicken Biryani,37,22,10.2,Wednesday,January,Normal Day
2019-01-17,Chicken Biryani,6,18,26.2,Thursday,January,Normal Day
2019-01-18,Chicken Biryani,19,28,6.7,Friday,January,Normal Day
2019-01-19,Chicken Biryani,13,17,30.2,Saturday,January,Normal Day
2019-01-20,Chicken Biryani,26,28,14.4,Sunday,January,Normal Day
2019-01-21,Chicken Biryani,14,23,3.6,Monday,January,Normal Day
2019-01-22,Chicken Biryani,31,17,26.9,Tuesday,January,Normal Day
2019-01-23,Chicken Biryani,4,23,12.8,Wednesday,January,Normal Day
2019-01-24,Chicken Biryani,39,27,17.6,Thursday,January,Normal Day
2019-01-25,Chicken Biryani,8,16,4.4,Friday,January,Normal Day
2019-01-26,Chicken Biryani,25,28,0.9,Saturday,January,Normal Day
2019-01-27,Chicken Biryani,13,16,21.2,Sunday,January,Normal Day
2019-01-28,Chicken Biryani,32,16,17.3,Monday,January,Normal Day
2019-01-29,Chicken Biryani,38,20,19.8,Tuesday,January,Normal Day
2019-01-30,Chicken Biryani,38,17,26.2,Wednesday,January,Normal Day
2019-01-31,Chicken Biryani,28,27,21.5,Thursday,January,Normal Day
2019-02-01,Chicken Biryani,30,23,6.4,Friday,February,Normal Day
2019-02-02,Chicken Biryani,3,18,12.3,Saturday,February,Normal Day
2019-02-03,Chicken Biryani,28,15,29.8,Sunday,February,Normal Day
2019-02-04,Chicken Biryani,3,18,25.4,Monday,February,Normal Day
2019-02-05,Chicken Biryani,45,15,18.6,Tuesday,February,Normal Day
2019-02-06,Chicken Biryani,34,28,9.0,Wednesday,February,Normal Day
2019-02-07,Chicken Biryani,16,19,10.5,Thursday,February,Normal Day
2019-02-08,Chicken Biryani,22,18,24.2,Friday,February,Normal Day
2019-02-09,Chicken Biryani,32,22,28.0,Saturday,February,Normal Day
2019-02-10,Chicken Biryani,38,22,22.3,Sunday,February,Normal Day
2019-02-11,Chicken Biryani,8,21,26.7,Monday,February,Normal Day
2019-02-12,Chicken Biryani,8,17,25.3,Tuesday,February,Normal Day
2019-02-13,Chicken Biryani,6,15,5.6,Wednesday,February,Normal Day
2019-02-14,Chicken Biryani,14,15,14.4,Thursday,February,Normal Day
2019-02-15,Chicken Biryani,32,26,5.7,Friday,February,Normal Day
2019-02-16,Chicken Biryani,35,25,8.3,Saturday,February,Normal Day
2019-02-17,Chicken Biryani,10,17,28.6,Sunday,February,Normal Day
2019-02-18,Chicken Biryani,3,20,15.9,Monday,February,Normal Day
2019-02-19,Chicken Biryani,12,21,17.9,Tuesday,February,Normal Day
2019-02-20,Chicken Biryani,49,20,6.5,Wednesday,February,Normal Day
2019-02-21,Chicken Biryani,31,28,10.8,Thursday,February,Normal Day
2019-02-22,Chicken Biryani,29,28,8.2,Friday,February,Normal Day
2019-02-23,Chicken Biryani,5,20,7.4,Saturday,February,Normal Day
2019-02-24,Chicken Biryani,52,20,21.2,Sunday,February,Normal Day
2019-02-25,Chicken Biryani,25,27,9.0,Monday,February,Normal Day
2019-02-26,Chicken Biryani,41,17,21.0,Tuesday,February,Normal Day
2019-02-27,Chicken Biryani,31,20,2.7,Wednesday,February,Normal Day
2019-02-28,Chicken Biryani,21,22,5.3,Thursday,February,Normal Day
2019-03-01,Chicken Biryani,20,25,9.6,Friday,March,Normal Day
2019-03-02,Chicken Biryani,39,25,19.9,Saturday,March,Normal Day
2019-03-03,Chicken Biryani,22,16,22.4,Sunday,March,Normal Day
2019-03-04,Chicken Biryani,4,19,15.0,Monday,March,Normal Day
2019-03-05,Chicken Biryani,13,28,15.1,Tuesday,March,Normal Day
2019-03-06,Chicken Biryani,45,15,24.0,Wednesday,March,Normal Day
2019-03-07,Chicken Biryani,42,26,1.3,Thursday,March,Normal Day
2019-03-08,Chicken Biryani,50,29,11.7,Friday,March,Normal Day
2019-03-09,Chicken Biryani,49,15,27.0,Saturday,March,Normal Day
2019-03-10,Chicken Biryani,20,19,20.1,Sunday,March,Normal Day
2019-03-11,Chicken Biryani,52,26,11.6,Monday,March,Normal Day
2019-03-12,Chicken Biryani,13,27,29.8,Tuesday,March,Normal Day
2019-03-13,Chicken Biryani,17,17,25.5,Wednesday,March,Normal Day
2019-03-14,Chicken Biryani,36,18,9.3,Thursday,March,Normal Day
2019-03-15,Chicken Biryani,33,17,21.4,Friday,March,Normal Day
2019-03-16,Chicken Biryani,1,15,19.9,Saturday,March,Normal Day
2019-03-17,Chicken Biryani,15,15,13.6,Sunday,March,Normal Day
2019-03-18,Chicken Biryani,13,26,12.5,Monday,March,Normal Day
2019-03-19,Chicken Biryani,17,26,11.8,Tuesday,March,Normal Day
2019-03-20,Chicken Biryani,24,28,20.5,Wednesday,March,Normal Day
2019-03-21,Chicken Biryani,8,27,15.0,Thursday,March,Normal Day
2019-03-22,Chicken Biryani,50,28,27.4,Friday,March,Normal Day
2019-03-23,Chicken Biryani,27,19,22.2,Saturday,March,Normal Day
2019-03-24,Chicken Biryani,45,20,3.0,Sunday,March,Normal Day
2019-03-25,Chicken Biryani,23,17,21.3,Monday,March,Normal Day
2019-03-26,Chicken Biryani,46,26,9.5,Tuesday,March,Normal Day
2019-03-27,Chicken Biryani,8,23,19.8,Wednesday,March,Normal Day
2019-03-28,Chicken Biryani,8,19,22.6,Thursday,March,Normal Day
2019-03-29,Chicken Biryani,26,22,8.2,Friday,March,Normal Day
2019-03-30,Chicken Biryani,47,27,15.4,Saturday,March,Normal Day
2019-03-31,Chicken Biryani,13,15,6.9,Sunday,March,Normal Day
2019-04-01,Chicken Biryani,39,28,2.5,Monday,April,Normal Day
2019-04-02,Chicken Biryani,37,19,12.9,Tuesday,April,Normal Day
2019-04-03,Chicken Biryani,49,29,12.4,Wednesday,April,Normal Day
2019-04-04,Chicken Biryani,28,17,32.7,Thursday,April,Normal Day
2019-04-05,Chicken Biryani,25,26,15.1,Friday,April,Normal Day
2019-04-06,Chicken Biryani,16,15,11.5,Saturday,April,Normal Day
2019-04-07,Chicken Biryani,2,18,19.4,Sunday,April,Normal Day
2019-04-08,Chicken Biryani,18,29,3.6,Monday,April,Normal Day
2019-04-09,Chicken Biryani,17,27,31.6,Tuesday,April,Normal Day
2019-04-10,Chicken Biryani,30,19,21.1,Wednesday,April,Normal Day
2019-04-11,Chicken Biryani,39,21,25.0,Thursday,April,Normal Day
2019-04-12,Chicken Biryani,13,15,6.3,Friday,April,Normal Day
2019-04-13,Chicken Biryani,32,17,13.9,Saturday,April,Normal Day
2019-04-14,Chicken Biryani,50,16,14.3,Sunday,April,Normal Day
2019-04-15,Chicken Biryani,29,23,27.1,Monday,April,Normal Day
2019-04-16,Chicken Biryani,46,24,0.8,Tuesday,April,Normal Day
2019-04-17,Chicken Biryani,30,29,10.4,Wednesday,April,Normal Day
2019-04-18,Chicken Biryani,18,20,32.2,Thursday,April,Normal Day
2019-04-19,Chicken Biryani,13,24,16.0,Friday,April,Normal Day
2019-04-20,Chicken Biryani,43,17,13.0,Saturday,April,Normal Day
2019-04-21,Chicken Biryani,21,22,4.6,Sunday,April,Normal Day
2019-04-22,Chicken Biryani,30,28,32.0,Monday,April,Normal Day
2019-04-23,Chicken Biryani,21,22,1.4,Tuesday,April,Normal Day
2019-04-24,Chicken Biryani,48,16,24.4,Wednesday,April,Normal Day
2019-04-25,Chicken Biryani,17,29,25.4,Thursday,April,Normal Day
2019-04-26,Chicken Biryani,40,20,8.6,Friday,April,Normal Day
2019-04-27,Chicken Biryani,19,21,22.3,Saturday,April,Normal Day
2019-04-28,Chicken Biryani,52,16,3.8,Sunday,April,Normal Day
2019-04-29,Chicken Biryani,15,29,9.0,Monday,April,Normal Day
2019-04-30,Chicken Biryani,9,25,26.0,Tuesday,April,Normal Day
2019-05-01,Chicken Biryani,52,24,28.5,Wednesday,May,Normal Day
2019-05-02,Chicken Biryani,10,16,20.3,Thursday,May,Normal Day
2019-05-03,Chicken Biryani,44,24,17.0,Friday,May,Normal Day
2019-05-04,Chicken Biryani,31,15,5.9,Saturday,May,Normal Day
2019-05-05,Chicken Biryani,23,22,2.8,Sunday,May,Normal Day
2019-05-06,Chicken Biryani,52,15,4.6,Monday,May,Normal Day
2019-05-07,Chicken Biryani,30,23,8.1,Tuesday,May,Normal Day
2019-05-08,Chicken Biryani,33,25,11.7,Wednesday,May,Normal Day
2019-05-09,Chicken Biryani,52,20,13.0,Thursday,May,Normal Day
2019-05-10,Chicken Biryani,9,21,11.9,Friday,May,Normal Day
2019-05-11,Chicken Biryani,47,27,8.4,Saturday,May,Normal Day
2019-05-12,Chicken Biryani,1,24,17.1,Sunday,May,Normal Day
2019-05-13,Chicken Biryani,44,21,27.2,Monday,May,Normal Day
2019-05-14,Chicken Biryani,35,24,9.8,Tuesday,May,Normal Day
2019-05-15,Chicken Biryani,11,17,31.0,Wednesday,May,Normal Day
2019-05-16,Chicken Biryani,34,16,28.7,Thursday,May,Normal Day
2019-05-17,Chicken Biryani,16,23,6.0,Friday,May,Normal Day
2019-05-18,Chicken Biryani,9,22,26.0,Saturday,May,Normal Day
2019-05-19,Chicken Biryani,32,27,19.2,Sunday,May,Normal Day
2019-05-20,Chicken Biryani,15,26,18.9,Monday,May,Normal Day
2019-05-21,Chicken Biryani,12,24,13.3,Tuesday,May,Normal Day
2019-05-22,Chicken Biryani,33,21,16.8,Wednesday,May,Normal Day
2019-05-23,Chicken Biryani,45,23,13.5,Thursday,May,Normal Day
2019-05-24,Chicken Biryani,14,18,18.1,Friday,May,Normal Day
2019-05-25,Chicken Biryani,8,27,20.9,Saturday,May,Normal Day
2019-05-26,Chicken Biryani,8,18,22.4,Sunday,May,Normal Day
2019-05-27,Chicken Biryani,27,15,17.8,Monday,May,Normal Day
2019-05-28,Chicken Biryani,12,22,23.9,Tuesday,May,Normal Day
2019-05-29,Chicken Biryani,1,28,5.3,Wednesday,May,Normal Day
2019-05-30,Chicken Biryani,43,28,7.6,Thursday,May,Normal Day
2019-05-31,Chicken Biryani,40,26,27.0,Friday,May,Normal Day
2019-06-01,Chicken Biryani,42,17,11.1,Saturday,June,Normal Day
2019-06-02,Chicken Biryani,51,21,1.5,Sunday,June,Normal Day
2019-06-03,Chicken Biryani,11,29,5.7,Monday,June,Normal Day
2019-06-04,Chicken Biryani,39,26,8.0,Tuesday,June,Normal Day
2019-06-05,Chicken Biryani,43,16,31.4,Wednesday,June,Normal Day
2019-06-06,Chicken Biryani,31,16,19.1,Thursday,June,Normal Day
2019-06-07,Chicken Biryani,17,21,30.6,Friday,June,Normal Day
2019-06-08,Chicken Biryani,33,29,19.2,Saturday,June,Normal Day
2019-06-09,Chicken Biryani,32,20,16.1,Sunday,June,Normal Day
2019-06-10,Chicken Biryani,29,17,10.8,Monday,June,Normal Day
2019-06-11,Chicken Biryani,21,23,20.2,Tuesday,June,Normal Day
2019-06-12,Chicken Biryani,21,24,5.3,Wednesday,June,Normal Day
2019-06-13,Chicken Biryani,40,29,29.5,Thursday,June,Normal Day
2019-06-14,Chicken Biryani,23,28,27.3,Friday,June,Normal Day
2019-06-15,Chicken Biryani,6,27,11.0,Saturday,June,Normal Day
2019-06-16,Chicken Biryani,22,20,31.3,Sunday,June,Normal Day
2019-06-17,Chicken Biryani,50,24,27.2,Monday,June,Normal Day
2019-06-18,Chicken Biryani,38,24,22.1,Tuesday,June,Normal Day
2019-06-19,Chicken Biryani,37,20,4.7,Wednesday,June,Normal Day
2019-06-20,Chicken Biryani,45,15,16.1,Thursday,June,Normal Day
2019-06-21,Chicken Biryani,51,18,17.0,Friday,June,Normal Day
2019-06-22,Chicken Biryani,8,24,8.2,Saturday,June,Normal Day
2019-06-23,Chicken Biryani,41,20,3.4,Sunday,June,Normal Day
2019-06-24,Chicken Biryani,49,29,25.7,Monday,June,Normal Day
2019-06-25,Chicken Biryani,35,20,4.7,Tuesday,June,Normal Day
2019-06-26,Chicken Biryani,51,25,19.8,Wednesday,June,Normal Day
2019-06-27,Chicken Biryani,11,26,30.8,Thursday,June,Normal Day
2019-06-28,Chicken Biryani,24,19,28.8,Friday,June,Normal Day
2019-06-29,Chicken Biryani,49,15,9.7,Saturday,June,Normal Day
2019-06-30,Chicken Biryani,21,22,28.0,Sunday,June,Normal Day
2019-07-01,Chicken Biryani,51,19,0.8,Monday,July,Normal Day
2019-07-02,Chicken Biryani,2,26,1.4,Tuesday,July,Normal Day
2019-07-03,Chicken Biryani,40,26,20.1,Wednesday,July,Normal Day
2019-07-04,Chicken Biryani,19,26,12.5,Thursday,July,Normal Day
2019-07-05,Chicken Biryani,39,19,13.2,Friday,July,Normal Day
2019-07-06,Chicken Biryani,28,21,18.9,Saturday,July,Normal Day
2019-07-07,Chicken Biryani,17,18,6.9,Sunday,July,Normal Day
2019-07-08,Chicken Biryani,6,20,7.6,Monday,July,Normal Day
2019-07-09,Chicken Biryani,19,27,16.3,Tuesday,July,Normal Day
2019-07-10,Chicken Biryani,38,18,24.9,Wednesday,July,Normal Day
2019-07-11,Chicken Biryani,28,28,20.6,Thursday,July,Normal Day
2019-07-12,Chicken Biryani,2,29,10.3,Friday,July,Normal Day
2019-07-13,Chicken Biryani,38,17,14.6,Saturday,July,Normal Day
2019-07-14,Chicken Biryani,37,21,6.3,Sunday,July,Normal Day
2019-07-15,Chicken Biryani,51,22,3.2,Monday,July,Normal Day
2019-07-16,Chicken Biryani,52,18,25.8,Tuesday,July,Normal Day
2019-07-17,Chicken Biryani,4,27,9.3,Wednesday,July,Normal Day
2019-07-18,Chicken Biryani,22,16,6.5,Thursday,July,Normal Day
2019-07-19,Chicken Biryani,26,26,22.9,Friday,July,Normal Day
2019-07-20,Chicken Biryani,49,24,20.6,Saturday,July,Normal Day
2019-07-21,Chicken Biryani,43,28,21.1,Sunday,July,Normal Day
2019-07-22,Chicken Biryani,36,17,8.1,Monday,July,Normal Day
2019-07-23,Chicken Biryani,13,15,8.2,Tuesday,July,Normal Day
2019-07-24,Chicken Biryani,52,22,7.9,Wednesday,July,Normal Day
2019-07-25,Chicken Biryani,32,29,6.4,Thursday,July,Normal Day
2019-07-26,Chicken Biryani,17,17,21.8,Friday,July,Normal Day
2019-07-27,Chicken Biryani,41,26,27.9,Saturday,July,Normal Day
2019-07-28,Chicken Biryani,36,24,24.0,Sunday,July,Normal Day
2019-07-29,Chicken Biryani,46,21,26.1,Monday,July,Normal Day
2019-07-30,Chicken Biryani,19,24,13.8,Tuesday,July,Normal Day
2019-07-31,Chicken Biryani,35,19,21.7,Wednesday,July,Normal Day
2019-08-01,Chicken Biryani,46,24,12.1,Thursday,August,Normal Day
2019-08-02,Chicken Biryani,40,19,17.6,Friday,August,Normal Day
2019-08-03,Chicken Biryani,28,28,16.2,Saturday,August,Normal Day
2019-08-04,Chicken Biryani,1,21,6.5,Sunday,August,Normal Day
2019-08-05,Chicken Biryani,42,29,13.2,Monday,August,Normal Day
2019-08-06,Chicken Biryani,18,23,31.6,Tuesday,August,Normal Day
2019-08-07,Chicken Biryani,48,26,8.8,Wednesday,August,Normal Day
2019-08-08,Chicken Biryani,40,19,5.1,Thursday,August,Normal Day
2019-08-09,Chicken Biryani,33,15,14.2,Friday,August,Normal Day
2019-08-10,Chicken Biryani,12,24,26.1,Saturday,August,Normal Day
2019-08-11,Chicken Biryani,8,24,19.4,Sunday,August,Normal Day
2019-08-12,Chicken Biryani,24,15,22.6,Monday,August,Normal Day
2019-08-13,Chicken Biryani,16,29,6.9,Tuesday,August,Normal Day
2019-08-14,Chicken Biryani,50,16,20.6,Wednesday,August,Normal Day
2019-08-15,Chicken Biryani,4,28,11.2,Thursday,August,Normal Day
2019-08-16,Chicken Biryani,38,20,27.5,Friday,August,Normal Day
2019-08-17,Chicken Biryani,44,23,20.9,Saturday,August,Normal Day
2019-08-18,Chicken Biryani,27,22,7.2,Sunday,August,Normal Day
2019-08-19,Chicken Biryani,9,27,2.9,Monday,August,Normal Day
2019-08-20,Chicken Biryani,47,19,2.2,Tuesday,August,Normal Day
2019-08-21,Chicken Biryani,16,15,12.7,Wednesday,August,Normal Day
2019-08-22,Chicken Biryani,12,27,9.3,Thursday,August,Normal Day
2019-08-23,Chicken Biryani,31,21,21.5,Friday,August,Normal Day
2019-08-24,Chicken Biryani,24,29,16.8,Saturday,August,Normal Day
2019-08-25,Chicken Biryani,14,19,9.3,Sunday,August,Normal Day
2019-08-26,Chicken Biryani,45,20,5.6,Monday,August,Normal Day
2019-08-27,Chicken Biryani,25,27,4.9,Tuesday,August,Normal Day
2019-08-28,Chicken Biryani,34,21,28.5,Wednesday,August,Normal Day
2019-08-29,Chicken Biryani,3,17,8.6,Thursday,August,Normal Day
2019-08-30,Chicken Biryani,24,26,21.7,Friday,August,Normal Day
2019-08-31,Chicken Biryani,42,24,26.7,Saturday,August,Normal Day
2019-09-01,Chicken Biryani,9,17,20.5,Sunday,September,Normal Day
2019-09-02,Chicken Biryani,26,19,28.3,Monday,September,Normal Day
2019-09-03,Chicken Biryani,20,20,13.4,Tuesday,September,Normal Day
2019-09-04,Chicken Biryani,40,23,31.4,Wednesday,September,Normal Day
2019-09-05,Chicken Biryani,10,27,5.1,Thursday,September,Normal Day
2019-09-06,Chicken Biryani,19,28,4.1,Friday,September,Normal Day
2019-09-07,Chicken Biryani,3,26,21.9,Saturday,September,Normal Day
2019-09-08,Chicken Biryani,24,19,31.0,Sunday,September,Normal Day
2019-09-09,Chicken Biryani,5,29,26.7,Monday,September,Normal Day
2019-09-10,Chicken Biryani,3,15,3.2,Tuesday,September,Normal Day
2019-09-11,Chicken Biryani,27,28,9.7,Wednesday,September,Normal Day
2019-09-12,Chicken Biryani,16,28,30.6,Thursday,September,Normal Day
2019-09-13,Chicken Biryani,49,28,8.9,Friday,September,Normal Day
2019-09-14,Chicken Biryani,15,18,25.8,Saturday,September,Normal Day
2019-09-15,Chicken Biryani,35,19,27.2,Sunday,September,Normal Day
2019-09-16,Chicken Biryani,12,26,16.7,Monday,September,Normal Day
2019-09-17,Chicken Biryani,41,24,13.2,Tuesday,September,Normal Day
2019-09-18,Chicken Biryani,44,24,15.2,Wednesday,September,Normal Day
2019-09-19,Chicken Biryani,26,19,8.1,Thursday,September,Normal Day
2019-09-20,Chicken Biryani,47,21,29.3,Friday,September,Normal Day
2019-09-21,Chicken Biryani,34,18,15.2,Saturday,September,Normal Day
2019-09-22,Chicken Biryani,23,15,29.0,Sunday,September,Normal Day
2019-09-23,Chicken Biryani,31,28,4.2,Monday,September,Normal Day
2019-09-24,Chicken Biryani,50,28,32.4,Tuesday,September,Normal Day
2019-09-25,Chicken Biryani,20,19,15.0,Wednesday,September,Normal Day
2019-09-26,Chicken Biryani,12,21,2.3,Thursday,September,Normal Day
2019-09-27,Chicken Biryani,23,24,2.0,Friday,September,Normal Day
2019-09-28,Chicken Biryani,4,24,24.7,Saturday,September,Normal Day
2019-09-29,Chicken Biryani,23,20,21.9,Sunday,September,Normal Day
2019-09-30,Chicken Biryani,48,19,26.5,Monday,September,Normal Day
2019-10-01,Chicken Biryani,48,18,4.2,Tuesday,October,Normal Day
2019-10-02,Chicken Biryani,1,16,1.9,Wednesday,October,Normal Day
2019-10-03,Chicken Biryani,25,18,17.1,Thursday,October,Normal Day
2019-10-04,Chicken Biryani,2,29,13.2,Friday,October,Normal Day
2019-10-05,Chicken Biryani,30,24,15.6,Saturday,October,Normal Day
2019-10-06,Chicken Biryani,3,24,32.5,Sunday,October,Normal Day
2019-10-07,Chicken Biryani,21,17,31.9,Monday,October,Normal Day
2019-10-08,Chicken Biryani,25,24,31.0,Tuesday,October,Normal Day
2019-10-09,Chicken Biryani,20,15,25.9,Wednesday,October,Normal Day
2019-10-10,Chicken Biryani,49,22,12.2,Thursday,October,Normal Day
2019-10-11,Chicken Biryani,52,19,14.0,Friday,October,Normal Day
2019-10-12,Chicken Biryani,22,27,18.4,Saturday,October,Normal Day
2019-10-13,Chicken Biryani,21,18,27.4,Sunday,October,Normal Day
2019-10-14,Chicken Biryani,33,22,3.0,Monday,October,Normal Day
2019-10-15,Chicken Biryani,52,21,14.4,Tuesday,October,Normal Day
2019-10-16,Chicken Biryani,38,16,3.4,Wednesday,October,Normal Day
2019-10-17,Chicken Biryani,15,15,17.3,Thursday,October,Normal Day
2019-10-18,Chicken Biryani,46,26,29.6,Friday,October,Normal Day
2019-10-19,Chicken Biryani,52,25,25.8,Saturday,October,Normal Day
2019-10-20,Chicken Biryani,15,18,8.1,Sunday,October,Normal Day
2019-10-21,Chicken Biryani,46,22,32.0,Monday,October,Normal Day
2019-10-22,Chicken Biryani,25,26,22.2,Tuesday,October,Normal Day
2019-10-23,Chicken Biryani,21,16,1.1,Wednesday,October,Normal Day
2019-10-24,Chicken Biryani,24,17,9.0,Thursday,October,Normal Day
2019-10-25,Chicken Biryani,5,26,9.1,Friday,October,Normal Day
2019-10-26,Chicken Biryani,6,15,3.0,Saturday,October,Normal Day
2019-10-27,Chicken Biryani,49,15,31.5,Sunday,October,Normal Day
2019-10-28,Chicken Biryani,43,27,16.1,Monday,October,Normal Day
2019-10-29,Chicken Biryani,48,17,29.5,Tuesday,October,Normal Day
2019-10-30,Chicken Biryani,44,25,11.1,Wednesday,October,Normal Day
2019-10-31,Chicken Biryani,47,19,4.8,Thursday,October,Normal Day
2019-11-01,Chicken Biryani,23,26,16.0,Friday,November,Normal Day
2019-11-02,Chicken Biryani,4,17,4.4,Saturday,November,Normal Day
2019-11-03,Chicken Biryani,27,15,16.4,Sunday,November,Normal Day
2019-11-04,Chicken Biryani,18,15,30.2,Monday,November,Normal Day
2019-11-05,Chicken Biryani,21,22,17.5,Tuesday,November,Normal Day
2019-11-06,Chicken Biryani,28,24,20.5,Wednesday,November,Normal Day
2019-11-07,Chicken Biryani,35,25,5.8,Thursday,November,Normal Day
2019-11-08,Chicken Biryani,22,26,2.2,Friday,November,Normal Day
2019-11-09,Chicken Biryani,40,27,4.3,Saturday,November,Normal Day
2019-11-10,Chicken Biryani,23,27,20.0,Sunday,November,Normal Day
2019-11-11,Chicken Biryani,3,26,3.8,Monday,November,Normal Day
2019-11-12,Chicken Biryani,40,29,12.8,Tuesday,November,Normal Day
2019-11-13,Chicken Biryani,50,28,18.4,Wednesday,November,Normal Day
2019-11-14,Chicken Biryani,10,16,13.2,Thursday,November,Normal Day
2019-11-15,Chicken Biryani,25,27,6.0,Friday,November,Normal Day
2019-11-16,Chicken Biryani,52,17,9.6,Saturday,November,Normal Day
2019-11-17,Chicken Biryani,49,16,30.5,Sunday,November,Normal Day
2019-11-18,Chicken Biryani,8,17,22.4,Monday,November,Normal Day
2019-11-19,Chicken Biryani,11,21,16.7,Tuesday,November,Normal Day
2019-11-20,Chicken Biryani,5,15,1.2,Wednesday,November,Normal Day
2019-11-21,Chicken Biryani,45,24,32.6,Thursday,November,Normal Day
2019-11-22,Chicken Biryani,37,22,22.3,Friday,November,Normal Day
2019-11-23,Chicken Biryani,45,27,10.9,Saturday,November,Normal Day
2019-11-24,Chicken Biryani,38,24,28.9,Sunday,November,Normal Day
2019-11-25,Chicken Biryani,29,24,9.1,Monday,November,Normal Day
2019-11-26,Chicken Biryani,5,24,18.2,Tuesday,November,Normal Day
2019-11-27,Chicken Biryani,9,28,21.2,Wednesday,November,Normal Day
2019-11-28,Chicken Biryani,48,16,7.9,Thursday,November,Normal Day
2019-11-29,Chicken Biryani,2,17,32.1,Friday,November,Normal Day
2019-11-30,Chicken Biryani,1,23,24.7,Saturday,November,Normal Day
2019-12-01,Chicken Biryani,40,21,18.7,Sunday,December,Normal Day
2019-12-02,Chicken Biryani,51,18,6.6,Monday,December,Normal Day
2019-12-03,Chicken Biryani,30,24,2.5,Tuesday,December,Normal Day
2019-12-04,Chicken Biryani,11,19,11.0,Wednesday,December,Normal Day
2019-12-05,Chicken Biryani,28,16,24.9,Thursday,December,Normal Day
2019-12-06,Chicken Biryani,44,27,9.4,Friday,December,Normal Day
2019-12-07,Chicken Biryani,12,25,18.1,Saturday,December,Normal Day
2019-12-08,Chicken Biryani,39,27,24.1,Sunday,December,Normal Day
2019-12-09,Chicken Biryani,26,22,4.3,Monday,December,Normal Day
2019-12-10,Chicken Biryani,13,18,22.7,Tuesday,December,Normal Day
2019-12-11,Chicken Biryani,8,23,3.7,Wednesday,December,Normal Day
2019-12-12,Chicken Biryani,28,19,31.7,Thursday,December,Normal Day
2019-12-13,Chicken Biryani,30,27,16.4,Friday,December,Normal Day
2019-12-14,Chicken Biryani,9,23,5.6,Saturday,December,Normal Day
2019-12-15,Chicken Biryani,39,18,11.8,Sunday,December,Normal Day
2019-12-16,Chicken Biryani,31,24,14.0,Monday,December,Normal Day
2019-12-17,Chicken Biryani,21,19,25.1,Tuesday,December,Normal Day
2019-12-18,Chicken Biryani,47,23,24.6,Wednesday,December,Normal Day
2019-12-19,Chicken Biryani,34,22,20.4,Thursday,December,Normal Day
2019-12-20,Chicken Biryani,31,17,4.2,Friday,December,Normal Day
2019-12-21,Chicken Biryani,52,15,5.7,Saturday,December,Normal Day
2019-12-22,Chicken Biryani,25,17,3.8,Sunday,December,Normal Day
2019-12-23,Chicken Biryani,12,18,19.3,Monday,December,Normal Day
2019-12-24,Chicken Biryani,1,16,28.9,Tuesday,December,Normal Day
2019-12-25,Chicken Biryani,22,15,14.7,Wednesday,December,Normal Day
2019-12-26,Chicken Biryani,40,21,5.9,Thursday,December,Normal Day
2019-12-27,Chicken Biryani,37,22,18.7,Friday,December,Normal Day
2019-12-28,Chicken Biryani,47,21,26.8,Saturday,December,Normal Day
2019-12-29,Chicken Biryani,1,28,24.5,Sunday,December,Normal Day
2019-12-30,Chicken Biryani,1,19,29.0,Monday,December,Normal Day
2019-12-31,Chicken Biryani,42,26,9.7,Tuesday,December,New Year Eve
2020-01-01,Chicken Biryani,42,15,7.0,Wednesday,January,New Year
2020-01-02,Chicken Biryani,21,21,29.0,Thursday,January,Normal Day
2020-01-03,Chicken Biryani,15,27,21.8,Friday,January,Normal Day
2020-01-04,Chicken Biryani,17,21,10.7,Saturday,January,Normal Day
2020-01-05,Chicken Biryani,22,23,24.6,Sunday,January,Normal Day
2020-01-06,Chicken Biryani,38,17,26.9,Monday,January,Normal Day
2020-01-07,Chicken Biryani,35,23,20.5,Tuesday,January,Normal Day
2020-01-08,Chicken Biryani,45,28,22.8,Wednesday,January,Normal Day
2020-01-09,Chicken Biryani,16,15,12.8,Thursday,January,Normal Day
2020-01-10,Chicken Biryani,8,15,18.0,Friday,January,Normal Day
2020-01-11,Chicken Biryani,47,28,17.6,Saturday,January,Normal Day
2020-01-12,Chicken Biryani,17,18,27.9,Sunday,January,Normal Day
2020-01-13,Chicken Biryani,17,23,27.7,Monday,January,Normal Day
2020-01-14,Chicken Biryani,26,20,27.4,Tuesday,January,Normal Day
2020-01-15,Chicken Biryani,13,27,1.2,Wednesday,January,Normal Day
2020-01-16,Chicken Biryani,17,25,24.8,Thursday,January,Normal Day
2020-01-17,Chicken Biryani,38,17,25.1,Friday,January,Normal Day
2020-01-18,Chicken Biryani,17,15,22.5,Saturday,January,Normal Day
2020-01-19,Chicken Biryani,48,18,25.0,Sunday,January,Normal Day
2020-01-20,Chicken Biryani,14,26,27.7,Monday,January,Normal Day
2020-01-21,Chicken Biryani,45,27,15.9,Tuesday,January,Normal Day
2020-01-22,Chicken Biryani,6,23,16.9,Wednesday,January,Normal Day
2020-01-23,Chicken Biryani,35,17,4.8,Thursday,January,Normal Day
