Food item,Date,Temperature,Precipitation,Day,Month,Special Occasion Category,Qty
2,2019-06-03,25,9.5,2,6,1,8
3,2019-06-03,22,10.8,2,6,1,40
1,2019-06-04,27,7.7,3,6,1,30
2,2019-06-04,28,29.9,3,6,1,44
3,2019-06-04,25,6.8,3,6,1,17
1,2019-06-05,24,23.1,4,6,1,12
2,2019-06-05,17,27.1,4,6,1,18
3,2019-06-05,28,26.3,4,6,1,38
1,2019-06-06,23,9.2,5,6,1,38
2,2019-06-06,17,21.2,5,6,1,1
3,2019-06-06,28,9.4,5,6,1,28
1,2019-06-07,19,23,6,6,1,13
2,2019-06-07,25,19.8,6,6,1,22
3,2019-06-07,24,22,6,6,1,15
1,2019-06-08,29,25.7,7,6,1,23
2,2019-06-08,21,6.8,7,6,1,20
3,2019-06-08,24,23.2,7,6,1,12
1,2019-06-09,15,14.6,1,6,1,1
2,2019-06-09,19,9.1,1,6,1,6
3,2019-06-09,27,28.9,1,6,1,35
1,2019-06-10,29,18.6,2,6,1,46
2,2019-06-10,16,25.9,2,6,1,25
3,2019-06-10,22,7.2,2,6,1,40
1,2019-06-11,29,29.6,3,6,1,40
2,2019-06-11,27,27.2,3,6,1,2
3,2019-06-11,22,8.8,3,6,1,38
1,2019-06-12,25,32.8,4,6,1,43
2,2019-06-12,27,24.7,4,6,1,32
3,2019-06-12,27,28.3,4,6,1,45
1,2019-06-13,25,8.5,5,6,1,15
2,2019-06-13,27,11,5,6,1,35
3,2019-06-13,18,29.3,5,6,1,21
1,2019-06-14,17,13.8,6,6,1,30
2,2019-06-14,29,3.4,6,6,1,35
3,2019-06-14,20,1.3,6,6,1,14
1,2019-06-15,22,20.8,7,6,1,32
2,2019-06-15,18,2,7,6,1,15
3,2019-06-15,25,1,7,6,1,3
1,2019-06-16,19,28.5,1,6,1,10
2,2019-06-16,17,19.4,1,6,1,29
3,2019-06-16,29,24.3,1,6,1,2
1,2019-06-17,24,5.2,2,6,1,25
2,2019-06-17,18,19,2,6,1,23
3,2019-06-17,22,12.9,2,6,1,34
1,2019-06-18,21,20.6,3,6,1,5
2,2019-06-18,17,15,3,6,1,50
3,2019-06-18,18,28.4,3,6,1,42
1,2019-06-19,18,30.9,4,6,1,14
2,2019-06-19,25,31.2,4,6,1,18
3,2019-06-19,25,22.5,4,6,1,18
1,2019-06-20,22,30.9,5,6,1,21
2,2019-06-20,26,16.8,5,6,1,41
3,2019-06-20,25,23.1,5,6,1,41
1,2019-06-21,20,9.6,6,6,1,19
2,2019-06-21,15,21.2,6,6,1,4
3,2019-06-21,15,6.5,6,6,1,12
1,2019-06-22,20,15.4,7,6,1,47
2,2019-06-22,15,27.6,7,6,1,14
3,2019-06-22,16,1.4,7,6,1,48
1,2019-06-23,15,20.3,1,6,1,43
2,2019-06-23,29,27.6,1,6,1,20
3,2019-06-23,28,29.9,1,6,1,28
1,2019-06-24,22,31.3,2,6,1,13
2,2019-06-24,27,19.5,2,6,1,49
3,2019-06-24,20,21.4,2,6,1,26
1,2019-06-25,25,19.8,3,6,1,40
2,2019-06-25,25,2.5,3,6,1,8
3,2019-06-25,27,14.3,3,6,1,30
1,2019-06-26,15,20.2,4,6,1,52
2,2019-06-26,21,29.1,4,6,1,43
3,2019-06-26,21,16.9,4,6,1,47
1,2019-06-27,22,7.1,5,6,1,23
2,2019-06-27,22,29.1,5,6,1,9
3,2019-06-27,17,7.2,5,6,1,37
1,2019-06-28,24,22.9,6,6,1,31
2,2019-06-28,21,20.6,6,6,1,15
3,2019-06-28,29,25.6,6,6,1,46
1,2019-06-29,18,11.9,7,6,1,12
2,2019-06-29,15,22.2,7,6,1,42
3,2019-06-29,28,10.6,7,6,1,46
1,2019-06-30,25,26.1,1,6,1,7
2,2019-06-30,26,6.2,1,6,1,20
3,2019-06-30,16,9.4,1,6,1,10
1,2019-07-01,18,14.8,2,7,1,20
2,2019-07-01,17,32.3,2,7,1,40
3,2019-07-01,22,14.9,2,7,1,23
1,2019-07-02,22,7.4,3,7,1,8
2,2019-07-02,27,8.2,3,7,1,10
3,2019-07-02,21,12.5,3,7,1,36
1,2019-07-03,27,10.5,4,7,1,36
2,2019-07-03,19,6.2,4,7,1,4
3,2019-07-03,29,25.7,4,7,1,38
1,2019-07-04,29,32.4,5,7,2,23
2,2019-07-04,20,16.3,5,7,2,11
3,2019-07-04,26,20.6,5,7,2,5
1,2019-07-05,20,25.8,6,7,1,46
2,2019-07-05,22,20.8,6,7,1,48
3,2019-07-05,26,16.4,6,7,1,17
1,2019-07-06,15,15.5,7,7,1,31
2,2019-07-06,24,27.1,7,7,1,42
3,2019-07-06,19,14.2,7,7,1,9
1,2019-07-07,20,24,1,7,1,48
2,2019-07-07,16,22.2,1,7,1,40
3,2019-07-07,15,28.4,1,7,1,15
1,2019-07-08,29,18,2,7,1,39
2,2019-07-08,27,32.5,2,7,1,9
3,2019-07-08,22,12.7,2,7,1,27
1,2019-07-09,19,16.5,3,7,1,16
2,2019-07-09,23,16.6,3,7,1,44
3,2019-07-09,20,27.6,3,7,1,7
1,2019-07-10,23,28.3,4,7,1,18
2,2019-07-10,21,23.2,4,7,1,25
3,2019-07-10,28,29.7,4,7,1,45
1,2019-07-11,15,27,5,7,1,6
2,2019-07-11,17,24.4,5,7,1,26
3,2019-07-11,28,21.4,5,7,1,4
1,2019-07-12,26,18.5,6,7,1,25
2,2019-07-12,27,22,6,7,1,38
3,2019-07-12,29,19.1,6,7,1,28
1,2019-07-13,19,9.7,7,7,1,28
2,2019-07-13,17,6.7,7,7,1,34
3,2019-07-13,20,20.1,7,7,1,38
1,2019-07-14,22,18.7,1,7,1,6
2,2019-07-14,28,8.9,1,7,1,10
3,2019-07-14,17,29.4,1,7,1,12
1,2019-07-15,15,24.1,2,7,1,29
2,2019-07-15,29,11.6,2,7,1,52
3,2019-07-15,23,1.6,2,7,1,31
1,2019-07-16,28,17.4,3,7,1,20
2,2019-07-16,21,19.6,3,7,1,4
3,2019-07-16,27,20.8,3,7,1,42
1,2019-07-17,16,2.5,4,7,1,52
2,2019-07-17,27,8.2,4,7,1,36
3,2019-07-17,15,18.5,4,7,1,13
1,2019-07-18,15,10.2,5,7,1,8
2,2019-07-18,16,31.2,5,7,1,23
3,2019-07-18,28,20.3,5,7,1,26
1,2019-07-19,29,29.9,6,7,1,39
2,2019-07-19,19,15.7,6,7,1,25
3,2019-07-19,27,5.7,6,7,1,2
1,2019-07-20,20,14.6,7,7,1,17
2,2019-07-20,28,32.8,7,7,1,32
3,2019-07-20,16,13.5,7,7,1,30
1,2019-07-21,16,6.3,1,7,1,21
2,2019-07-21,28,7.3,1,7,1,17
3,2019-07-21,22,8.1,1,7,1,15
1,2019-07-22,23,15.8,2,7,1,44
2,2019-07-22,29,4.7,2,7,1,52
3,2019-07-22,28,18.4,2,7,1,52
1,2019-07-23,23,27.7,3,7,1,1
2,2019-07-23,26,1.6,3,7,1,34
3,2019-07-23,23,11.6,3,7,1,12
1,2019-07-24,15,25.5,4,7,1,8
2,2019-07-24,22,30.3,4,7,1,12
3,2019-07-24,15,20.3,4,7,1,42
1,2019-07-25,28,2.6,5,7,1,39
2,2019-07-25,25,21.6,5,7,1,33
3,2019-07-25,24,22.5,5,7,1,21
1,2019-07-26,22,30.5,6,7,1,6
2,2019-07-26,20,2.9,6,7,1,37
3,2019-07-26,27,27.3,6,7,1,8
1,2019-07-27,23,9.8,7,7,1,51
2,2019-07-27,25,10.2,7,7,1,21
3,2019-07-27,17,10.2,7,7,1,40
1,2019-07-28,17,21.2,1,7,1,17
2,2019-07-28,20,22.5,1,7,1,38
3,2019-07-28,26,27.9,1,7,1,37
1,2019-07-29,17,17,2,7,1,22
2,2019-07-29,24,30,2,7,1,36
3,2019-07-29,24,15.4,2,7,1,32
1,2019-07-30,15,23.4,3,7,1,46
2,2019-07-30,17,10.8,3,7,1,35
3,2019-07-30,28,3.3,3,7,1,28
1,2019-07-31,15,3.6,4,7,1,48
2,2019-07-31,22,18.1,4,7,1,12
3,2019-07-31,22,30.8,4,7,1,50
1,2019-08-01,18,7.2,5,8,1,27
2,2019-08-01,23,8.5,5,8,1,12
3,2019-08-01,29,5.6,5,8,1,14
1,2019-08-02,27,15.1,6,8,1,34
2,2019-08-02,17,8.7,6,8,1,42
3,2019-08-02,23,24.8,6,8,1,40
1,2019-08-03,24,6.5,7,8,1,24
2,2019-08-03,19,4.5,7,8,1,27
3,2019-08-03,15,1,7,8,1,12
1,2019-08-04,23,22,1,8,1,26
2,2019-08-04,29,13.7,1,8,1,31
3,2019-08-04,16,29.5,1,8,1,23
1,2019-08-05,18,10.8,2,8,1,48
2,2019-08-05,15,14.9,2,8,1,2
3,2019-08-05,28,30.9,2,8,1,21
1,2019-08-06,23,28.4,3,8,1,52
2,2019-08-06,20,6.3,3,8,1,33
3,2019-08-06,18,10,3,8,1,15
1,2019-08-07,24,10.4,4,8,1,52
2,2019-08-07,29,14.7,4,8,1,21
3,2019-08-07,22,4.5,4,8,1,5
1,2019-08-08,20,29.7,5,8,1,48
2,2019-08-08,26,24.3,5,8,1,4
3,2019-08-08,25,30.6,5,8,1,28
1,2019-08-09,17,18.9,6,8,1,23
2,2019-08-09,17,13.9,6,8,1,10
3,2019-08-09,23,31,6,8,1,8
1,2019-08-10,21,8.9,7,8,1,5
2,2019-08-10,24,19.3,7,8,1,37
3,2019-08-10,22,3.7,7,8,1,38
1,2019-08-11,27,8,1,8,1,48
2,2019-08-11,16,24.4,1,8,1,51
3,2019-08-11,28,28.4,1,8,1,44
1,2019-08-12,26,28.7,2,8,4,13
2,2019-08-12,25,24.7,2,8,4,28
3,2019-08-12,24,26.2,2,8,4,39
1,2019-08-13,29,25.8,3,8,1,47
2,2019-08-13,16,2.4,3,8,1,52
3,2019-08-13,23,22.9,3,8,1,22
1,2019-08-14,22,32.5,4,8,1,1
2,2019-08-14,15,5.2,4,8,1,42
3,2019-08-14,20,29.5,4,8,1,15
1,2019-08-15,15,3.2,5,8,2,35
2,2019-08-15,27,26.2,5,8,2,47
3,2019-08-15,15,11.3,5,8,2,26
1,2019-08-16,27,3.5,6,8,1,17
2,2019-08-16,28,30,6,8,1,35
3,2019-08-16,28,6.6,6,8,1,8
1,2019-08-17,27,19.2,7,8,1,27
2,2019-08-17,27,15.5,7,8,1,35
3,2019-08-17,26,4.6,7,8,1,22
1,2019-08-18,24,22.7,1,8,1,25
2,2019-08-18,16,1.8,1,8,1,5
3,2019-08-18,24,13.8,1,8,1,6
1,2019-08-19,25,21.8,2,8,1,18
2,2019-08-19,18,18.8,2,8,1,14
3,2019-08-19,28,3,2,8,1,44
1,2019-08-20,21,17.2,3,8,1,43
2,2019-08-20,29,22,3,8,1,17
3,2019-08-20,17,12.1,3,8,1,36
1,2019-08-21,17,13.7,4,8,1,48
2,2019-08-21,26,26.9,4,8,1,17
3,2019-08-21,21,9,4,8,1,1
1,2019-08-22,17,12.2,5,8,1,13
2,2019-08-22,20,22.4,5,8,1,14
3,2019-08-22,19,3,5,8,1,47
1,2019-08-23,28,6.6,6,8,1,16
2,2019-08-23,26,29.8,6,8,1,4
3,2019-08-23,27,7.8,6,8,1,32
1,2019-08-24,27,23.5,7,8,3,3
2,2019-08-24,20,11,7,8,3,15
3,2019-08-24,25,9.2,7,8,3,39
1,2019-08-25,27,27.6,1,8,1,7
2,2019-08-25,22,15.7,1,8,1,39
3,2019-08-25,24,10.9,1,8,1,16
1,2019-08-26,17,3.7,2,8,1,38
2,2019-08-26,16,2.2,2,8,1,29
3,2019-08-26,21,24.2,2,8,1,43
1,2019-08-27,28,5.5,3,8,1,5
2,2019-08-27,28,18.1,3,8,1,46
3,2019-08-27,26,12.9,3,8,1,23
1,2019-08-28,20,8.8,4,8,1,18
2,2019-08-28,29,16.3,4,8,1,32
3,2019-08-28,23,10.7,4,8,1,20
1,2019-08-29,20,11.2,5,8,1,3
2,2019-08-29,24,1,5,8,1,17
3,2019-08-29,18,11.2,5,8,1,17
1,2019-08-30,23,7.5,6,8,1,32
2,2019-08-30,20,27.1,6,8,1,35
3,2019-08-30,20,5,6,8,1,22
1,2019-08-31,21,9.3,7,8,1,42
2,2019-08-31,17,32.7,7,8,1,12
3,2019-08-31,21,15.5,7,8,1,18
1,2019-09-01,15,10.5,1,9,1,9
2,2019-09-01,21,2.9,1,9,1,47
3,2019-09-01,19,10.6,1,9,1,23
1,2019-09-02,28,25.6,2,9,1,34
2,2019-09-02,27,18.9,2,9,1,47
3,2019-09-02,23,26.3,2,9,1,42
1,2019-09-03,23,22.9,3,9,1,30
2,2019-09-03,21,26.6,3,9,1,25
3,2019-09-03,28,5.9,3,9,1,48
1,2019-09-04,16,3.3,4,9,1,11
2,2019-09-04,25,27.4,4,9,1,22
3,2019-09-04,27,10.5,4,9,1,17
1,2019-09-05,28,28.6,5,9,1,12
2,2019-09-05,23,14.2,5,9,1,11
3,2019-09-05,15,1.1,5,9,1,35
1,2019-09-06,19,24.2,6,9,1,16
2,2019-09-06,20,25.8,6,9,1,43
3,2019-09-06,29,8.7,6,9,1,42
1,2019-09-07,26,12.5,7,9,1,4
2,2019-09-07,21,1,7,9,1,26
3,2019-09-07,25,17.9,7,9,1,15
1,2019-09-08,29,24.8,1,9,1,47
2,2019-09-08,21,18.4,1,9,1,40
3,2019-09-08,26,14.4,1,9,1,43
1,2019-09-09,15,7.9,2,9,1,17
2,2019-09-09,22,9.1,2,9,1,8
3,2019-09-09,19,3.7,2,9,1,36
1,2019-09-10,26,2.4,3,9,4,47
2,2019-09-10,26,10,3,9,4,23
3,2019-09-10,28,24.9,3,9,4,45
1,2019-09-11,18,16.6,4,9,2,37
2,2019-09-11,27,11.5,4,9,2,36
3,2019-09-11,29,17.8,4,9,2,19
1,2019-09-12,27,19.1,5,9,1,37
2,2019-09-12,25,29.9,5,9,1,29
3,2019-09-12,18,24.3,5,9,1,36
1,2019-09-13,16,13.9,6,9,1,16
2,2019-09-13,16,2.6,6,9,1,36
3,2019-09-13,28,13.3,6,9,1,23
1,2019-09-14,16,7,7,9,1,29
2,2019-09-14,18,29.2,7,9,1,52
3,2019-09-14,29,10.3,7,9,1,39
1,2019-09-15,17,14,1,9,1,6
2,2019-09-15,18,22.3,1,9,1,20
3,2019-09-15,23,18.3,1,9,1,50
1,2019-09-16,16,2.2,2,9,1,23
2,2019-09-16,28,17.9,2,9,1,22
3,2019-09-16,24,1.9,2,9,1,44
1,2019-09-17,16,1.8,3,9,1,9
2,2019-09-17,24,16.9,3,9,1,4
3,2019-09-17,17,6.2,3,9,1,31
1,2019-09-18,17,19.3,4,9,1,31
2,2019-09-18,17,32.3,4,9,1,32
3,2019-09-18,16,14.7,4,9,1,10
1,2019-09-19,16,20.6,5,9,1,24
2,2019-09-19,15,16.8,5,9,1,16
3,2019-09-19,28,1.6,5,9,1,31
1,2019-09-20,25,9.7,6,9,1,11
2,2019-09-20,21,4,6,9,1,7
3,2019-09-20,24,17.6,6,9,1,12
1,2019-09-21,29,15.9,7,9,1,11
2,2019-09-21,26,7,7,9,1,47
3,2019-09-21,26,25.8,7,9,1,7
1,2019-09-22,16,20.1,1,9,1,4
2,2019-09-22,26,2.8,1,9,1,11
3,2019-09-22,22,3.8,1,9,1,11
1,2019-09-23,27,5.1,2,9,1,3
2,2019-09-23,24,29.3,2,9,1,2
3,2019-09-23,15,22.6,2,9,1,30
1,2019-09-24,18,9.6,3,9,1,25
2,2019-09-24,27,15.7,3,9,1,42
3,2019-09-24,22,11.2,3,9,1,41
1,2019-09-25,20,7.8,4,9,1,37
2,2019-09-25,20,5,4,9,1,22
3,2019-09-25,23,28,4,9,1,43
1,2019-09-26,25,24.3,5,9,1,34
2,2019-09-26,24,19.8,5,9,1,12
3,2019-09-26,22,4.8,5,9,1,26
1,2019-09-27,23,20.7,6,9,1,34
2,2019-09-27,18,16.2,6,9,1,2
3,2019-09-27,15,22.3,6,9,1,36
1,2019-09-28,22,16.6,7,9,1,2
2,2019-09-28,29,26.6,7,9,1,2
3,2019-09-28,27,26.6,7,9,1,37
1,2019-09-29,26,6.1,1,9,1,39
2,2019-09-29,22,12.4,1,9,1,46
3,2019-09-29,28,27.7,1,9,1,24
1,2019-09-30,28,26.4,2,9,1,12
2,2019-09-30,20,5.4,2,9,1,36
3,2019-09-30,27,10.2,2,9,1,14
1,2019-10-01,29,23.1,3,10,1,36
2,2019-10-01,22,26.2,3,10,1,33
3,2019-10-01,27,22.5,3,10,1,18
1,2019-10-02,20,10.3,4,10,2,32
2,2019-10-02,27,9.5,4,10,2,5
3,2019-10-02,18,11.2,4,10,2,51
1,2019-10-03,28,15,5,10,1,14
2,2019-10-03,20,22.7,5,10,1,17
3,2019-10-03,27,27.6,5,10,1,7
1,2019-10-04,28,5.1,6,10,1,44
2,2019-10-04,15,27.4,6,10,1,47
3,2019-10-04,26,21.6,6,10,1,45
1,2019-10-05,25,13.7,7,10,3,40
2,2019-10-05,25,10.4,7,10,3,43
3,2019-10-05,15,1.2,7,10,3,35
1,2019-10-06,15,18.5,1,10,3,46
2,2019-10-06,20,3.7,1,10,3,32
3,2019-10-06,22,29.4,1,10,3,20
1,2019-10-07,17,29.6,2,10,3,29
2,2019-10-07,20,26.8,2,10,3,31
3,2019-10-07,20,22.1,2,10,3,5
1,2019-10-08,26,8,3,10,3,8
2,2019-10-08,21,16.2,3,10,3,44
3,2019-10-08,21,3.4,3,10,3,39
1,2019-10-09,29,32.1,4,10,1,11
2,2019-10-09,27,3.6,4,10,1,16
3,2019-10-09,17,29.3,4,10,1,3
1,2019-10-10,15,11,5,10,1,47
2,2019-10-10,15,13.7,5,10,1,29
3,2019-10-10,18,22.6,5,10,1,29
1,2019-10-11,17,12.5,6,10,1,35
2,2019-10-11,19,19.3,6,10,1,12
3,2019-10-11,18,23.2,6,10,1,9
1,2019-10-12,21,28.7,7,10,1,19
2,2019-10-12,20,3.8,7,10,1,43
3,2019-10-12,27,22.4,7,10,1,22
1,2019-10-13,26,15,1,10,3,45
2,2019-10-13,20,8.2,1,10,3,8
3,2019-10-13,18,18.4,1,10,3,26
1,2019-10-14,17,16.1,2,10,1,43
2,2019-10-14,27,18.1,2,10,1,20
3,2019-10-14,22,2.6,2,10,1,39
1,2019-10-15,17,19.5,3,10,1,31
2,2019-10-15,21,8.3,3,10,1,26
3,2019-10-15,24,27,3,10,1,38
1,2019-10-16,16,16.7,4,10,1,6
2,2019-10-16,28,20,4,10,1,49
3,2019-10-16,24,5.7,4,10,1,35
1,2019-10-17,22,18.2,5,10,3,52
2,2019-10-17,20,29.4,5,10,3,7
3,2019-10-17,25,29.8,5,10,3,4
1,2019-10-18,23,23.2,6,10,1,38
2,2019-10-18,28,11.6,6,10,1,51
3,2019-10-18,19,17.8,6,10,1,24
1,2019-10-19,23,32,7,10,1,52
2,2019-10-19,20,20.9,7,10,1,32
3,2019-10-19,15,22.4,7,10,1,11
1,2019-10-20,26,30.7,1,10,1,23
2,2019-10-20,27,4.7,1,10,1,28
3,2019-10-20,25,31.8,1,10,1,26
1,2019-10-21,23,2.8,2,10,1,19
2,2019-10-21,15,17,2,10,1,14
3,2019-10-21,17,21.9,2,10,1,17
1,2019-10-22,17,15.3,3,10,1,30
2,2019-10-22,18,13.6,3,10,1,15
3,2019-10-22,28,29.1,3,10,1,51
1,2019-10-23,20,13.2,4,10,1,47
2,2019-10-23,19,14.9,4,10,1,52
3,2019-10-23,24,2.8,4,10,1,23
1,2019-10-24,23,30.9,5,10,1,22
2,2019-10-24,15,31.3,5,10,1,41
3,2019-10-24,24,16.1,5,10,1,7
1,2019-10-25,27,4.4,6,10,1,27
2,2019-10-25,18,10.3,6,10,1,44
3,2019-10-25,19,22.4,6,10,1,4
1,2019-10-26,15,20.6,7,10,1,26
2,2019-10-26,18,18.5,7,10,1,30
3,2019-10-26,16,28.7,7,10,1,35
1,2019-10-27,22,11.9,1,10,1,19
2,2019-10-27,18,18.1,1,10,1,43
3,2019-10-27,25,19.8,1,10,1,18
1,2019-10-28,26,10.3,2,10,3,16
2,2019-10-28,17,5.6,2,10,3,31
3,2019-10-28,18,20.5,2,10,3,39
1,2019-10-29,28,25,3,10,3,39
2,2019-10-29,23,27.3,3,10,3,30
3,2019-10-29,20,16.1,3,10,3,44
1,2019-10-30,26,27.3,4,10,1,18
2,2019-10-30,24,9.7,4,10,1,7
3,2019-10-30,27,4.8,4,10,1,26
1,2019-10-31,21,11.2,5,10,1,6
2,2019-10-31,20,20.1,5,10,1,24
3,2019-10-31,20,15.8,5,10,1,18
1,2019-11-01,29,32.7,6,11,1,30
2,2019-11-01,23,29.4,6,11,1,10
3,2019-11-01,19,25.9,6,11,1,30
1,2019-11-02,25,11.7,7,11,3,21
2,2019-11-02,26,26.9,7,11,3,33
3,2019-11-02,25,5,7,11,3,15
1,2019-11-03,16,21.4,1,11,1,44
2,2019-11-03,20,4.9,1,11,1,7
3,2019-11-03,25,15.5,1,11,1,38
1,2019-11-04,19,29.8,2,11,1,44
2,2019-11-04,25,7.1,2,11,1,11
3,2019-11-04,18,7.2,2,11,1,4
1,2019-11-05,15,16.9,3,11,1,24
2,2019-11-05,20,7.8,3,11,1,6
3,2019-11-05,24,25.9,3,11,1,21
1,2019-11-06,21,8.7,4,11,1,31
2,2019-11-06,28,6.1,4,11,1,32
3,2019-11-06,26,1.3,4,11,1,49
1,2019-11-07,23,1.5,5,11,1,22
2,2019-11-07,19,20.1,5,11,1,42
3,2019-11-07,19,17.5,5,11,1,10
1,2019-11-08,25,22.1,6,11,1,15
2,2019-11-08,21,14.9,6,11,1,47
3,2019-11-08,17,6.7,6,11,1,28
1,2019-11-09,27,13.2,7,11,1,6
2,2019-11-09,26,13.5,7,11,1,13
3,2019-11-09,27,16.3,7,11,1,8
1,2019-11-10,22,27.7,1,11,4,20
2,2019-11-10,29,17,1,11,4,21
3,2019-11-10,17,3.1,1,11,4,23
1,2019-11-11,27,32.6,2,11,1,9
2,2019-11-11,26,9.1,2,11,1,7
3,2019-11-11,29,25.7,2,11,1,34
1,2019-11-12,23,29.7,3,11,1,49
2,2019-11-12,19,15.2,3,11,1,10
3,2019-11-12,25,19.7,3,11,1,8
1,2019-11-13,22,15.3,4,11,1,50
2,2019-11-13,26,32.3,4,11,1,26
3,2019-11-13,28,17.4,4,11,1,41
1,2019-11-14,18,12.3,5,11,1,43
2,2019-11-14,20,22.7,5,11,1,43
3,2019-11-14,23,5.4,5,11,1,13
1,2019-11-15,25,18.6,6,11,1,18
2,2019-11-15,25,0.9,6,11,1,28
3,2019-11-15,17,11.4,6,11,1,32
1,2019-11-16,29,14,7,11,1,32
2,2019-11-16,18,19.3,7,11,1,4
3,2019-11-16,28,32.4,7,11,1,48
1,2019-11-17,17,31.8,1,11,1,6
2,2019-11-17,22,10.9,1,11,1,30
3,2019-11-17,27,8.4,1,11,1,25
1,2019-11-18,18,6.5,2,11,1,47
2,2019-11-18,16,22.5,2,11,1,45
3,2019-11-18,16,11.4,2,11,1,12
1,2019-11-19,29,14.8,3,11,1,47
2,2019-11-19,23,21.5,3,11,1,19
3,2019-11-19,17,11.2,3,11,1,26
1,2019-11-20,28,31.6,4,11,1,45
2,2019-11-20,26,16.5,4,11,1,1
3,2019-11-20,17,24.5,4,11,1,22
1,2019-11-21,21,1.3,5,11,1,19
2,2019-11-21,16,26.7,5,11,1,28
3,2019-11-21,26,24.2,5,11,1,33
1,2019-11-22,17,17.5,6,11,1,52
2,2019-11-22,27,6.6,6,11,1,37
3,2019-11-22,24,29.3,6,11,1,35
1,2019-11-23,22,18.4,7,11,1,13
2,2019-11-23,28,17.4,7,11,1,22
3,2019-11-23,26,22.4,7,11,1,45
1,2019-11-24,28,1.2,1,11,3,22
2,2019-11-24,19,14.7,1,11,3,21
3,2019-11-24,23,13.9,1,11,3,6
1,2019-11-25,21,10.5,2,11,1,23
2,2019-11-25,25,23.2,2,11,1,32
3,2019-11-25,28,30.8,2,11,1,18
1,2019-11-26,21,8.6,3,11,1,21
2,2019-11-26,23,7.2,3,11,1,27
3,2019-11-26,27,8,3,11,1,24
1,2019-11-27,17,27.3,4,11,1,51
2,2019-11-27,24,15.9,4,11,1,48
3,2019-11-27,18,23.2,4,11,1,27
1,2019-11-28,23,24.6,5,11,1,31
2,2019-11-28,19,24.3,5,11,1,48
3,2019-11-28,27,16.4,5,11,1,23
1,2019-11-29,18,9.2,6,11,1,28
2,2019-11-29,15,23,6,11,1,2
3,2019-11-29,23,11,6,11,1,41
1,2019-11-30,20,29.9,7,11,1,38
2,2019-11-30,20,1.6,7,11,1,14
3,2019-11-30,16,30.9,7,11,1,35
1,2019-12-01,15,3.7,1,12,1,18
2,2019-12-01,15,12.4,1,12,1,24
3,2019-12-01,27,8.9,1,12,1,1
1,2019-12-02,18,9.6,2,12,1,49
2,2019-12-02,26,4.7,2,12,1,34
3,2019-12-02,23,10.9,2,12,1,29
1,2019-12-03,17,26.7,3,12,1,25
2,2019-12-03,20,30,3,12,1,1
3,2019-12-03,24,6.6,3,12,1,34
1,2019-12-04,26,26.1,4,12,1,18
2,2019-12-04,16,14.8,4,12,1,45
3,2019-12-04,20,19.7,4,12,1,6
1,2019-12-05,23,3.4,5,12,1,39
2,2019-12-05,29,6.3,5,12,1,30
3,2019-12-05,23,7.6,5,12,1,24
1,2019-12-06,18,12.3,6,12,1,31
2,2019-12-06,29,13.2,6,12,1,40
3,2019-12-06,23,10.7,6,12,1,26
1,2019-12-07,18,9.3,7,12,1,15
2,2019-12-07,17,18.6,7,12,1,5
3,2019-12-07,21,22,7,12,1,15
1,2019-12-08,16,29.1,1,12,1,29
2,2019-12-08,27,1.4,1,12,1,45
3,2019-12-08,24,7.5,1,12,1,41
1,2019-12-09,22,21.2,2,12,1,46
2,2019-12-09,23,5.2,2,12,1,11
3,2019-12-09,17,29.7,2,12,1,42
1,2019-12-10,27,7.5,3,12,1,13
2,2019-12-10,26,12.2,3,12,1,9
3,2019-12-10,18,17.2,3,12,1,23
1,2019-12-11,21,32,4,12,1,39
2,2019-12-11,19,30.7,4,12,1,14
3,2019-12-11,24,25.8,4,12,1,31
1,2019-12-12,23,5.7,5,12,1,20
2,2019-12-12,26,2.5,5,12,1,45
3,2019-12-12,16,31.7,5,12,1,39
1,2019-12-13,26,7.4,6,12,1,6
2,2019-12-13,17,10.8,6,12,1,18
3,2019-12-13,25,21.4,6,12,1,5
1,2019-12-14,17,13.5,7,12,1,19
2,2019-12-14,28,7.2,7,12,1,16
3,2019-12-14,22,27.2,7,12,1,15
1,2019-12-15,23,11.2,1,12,1,35
2,2019-12-15,21,5.4,1,12,1,19
3,2019-12-15,20,21.3,1,12,1,30
1,2019-12-16,17,26,2,12,1,16
2,2019-12-16,29,9.4,2,12,1,51
3,2019-12-16,22,3.4,2,12,1,16
1,2019-12-17,18,16.3,3,12,1,17
2,2019-12-17,29,30.4,3,12,1,7
3,2019-12-17,25,25.9,3,12,1,36
1,2019-12-18,23,30,4,12,1,18
2,2019-12-18,21,28.1,4,12,1,25
3,2019-12-18,21,16.8,4,12,1,24
1,2019-12-19,25,17.1,5,12,1,51
2,2019-12-19,28,10.8,5,12,1,3
3,2019-12-19,25,28.4,5,12,1,14
1,2019-12-20,17,31.3,6,12,1,21
2,2019-12-20,20,22,6,12,1,30
3,2019-12-20,25,26.8,6,12,1,20
1,2019-12-21,20,28.3,7,12,1,9
2,2019-12-21,27,23.4,7,12,1,8
3,2019-12-21,22,21.5,7,12,1,35
1,2019-12-22,25,21.2,1,12,1,45
2,2019-12-22,22,28.3,1,12,1,1
3,2019-12-22,25,7.8,1,12,1,7
1,2019-12-23,26,7,2,12,1,11
2,2019-12-23,24,18.4,2,12,1,50
3,2019-12-23,29,23.9,2,12,1,41
