Date,Food item,Qty,Temperature,Precipitation,Day,Month,Special Occasion,Special Occasion Category
2019-03-03,1,22,16,22.4,Sunday,March,Normal Day,
2019-03-04,1,4,19,15.0,Monday,March,Maha Shivaratri (G),2.0
2019-03-05,1,13,28,15.1,Tuesday,March,Normal Day,
2019-03-06,1,45,15,24.0,Wednesday,March,Normal Day,
2019-03-07,1,42,26,1.3,Thursday,March,Normal Day,
2019-03-08,1,50,29,11.7,Friday,March,Normal Day,
2019-03-09,1,49,15,27.0,Saturday,March,Normal Day,
2019-03-10,1,20,19,20.1,Sunday,March,Normal Day,
2019-03-11,1,52,26,11.6,Monday,March,Normal Day,
2019-03-12,1,13,27,29.8,Tuesday,March,Normal Day,
2019-03-13,1,17,17,25.5,Wednesday,March,Normal Day,
2019-03-14,1,36,18,9.3,Thursday,March,Normal Day,
2019-03-15,1,33,17,21.4,Friday,March,Normal Day,
2019-03-16,1,1,15,19.9,Saturday,March,Normal Day,
2019-03-17,1,15,15,13.6,Sunday,March,Normal Day,
2019-03-18,1,13,26,12.5,Monday,March,Normal Day,
2019-03-19,1,17,26,11.8,Tuesday,March,Normal Day,
2019-03-20,1,24,28,20.5,Wednesday,March,Holika Dahan (R),1.0
2019-03-21,1,8,27,15.0,Thursday,March,Dolyatra (R),1.0
2019-03-22,1,50,28,27.4,Friday,March,Normal Day,
2019-03-23,1,27,19,22.2,Saturday,March,Normal Day,
2019-03-24,1,45,20,3.0,Sunday,March,Normal Day,
2019-03-25,1,23,17,21.3,Monday,March,Normal Day,
2019-03-26,1,46,26,9.5,Tuesday,March,Normal Day,
2019-03-27,1,8,23,19.8,Wednesday,March,Normal Day,
2019-03-28,1,8,19,22.6,Thursday,March,Normal Day,
2019-03-29,1,26,22,8.2,Friday,March,Normal Day,
2019-03-30,1,47,27,15.4,Saturday,March,Normal Day,
2019-03-31,1,13,15,6.9,Sunday,March,Normal Day,
2019-04-01,1,39,28,2.5,Monday,April,Normal Day,
2019-04-02,1,37,19,12.9,Tuesday,April,Normal Day,
2019-04-03,1,49,29,12.4,Wednesday,April,Normal Day,
2019-04-04,1,28,17,32.7,Thursday,April,Normal Day,
2019-04-05,1,25,26,15.1,Friday,April,Normal Day,
2019-04-06,1,16,15,11.5,Saturday,April,Chaitra Sukladi/ Gudi Padava/ Ugadi/ Cheti Chand (R),1.0
2019-04-07,1,2,18,19.4,Sunday,April,Normal Day,
2019-04-08,1,18,29,3.6,Monday,April,Normal Day,
2019-04-09,1,17,27,31.6,Tuesday,April,Normal Day,
2019-04-10,1,30,19,21.1,Wednesday,April,Normal Day,
2019-04-11,1,39,21,25.0,Thursday,April,Normal Day,
2019-04-12,1,13,15,6.3,Friday,April,Normal Day,
2019-04-13,1,32,17,13.9,Saturday,April,Ram Navami (Smarta) (R),1.0
2019-04-14,1,50,16,14.3,Sunday,April,Vaisakhi/ Vishu/ Mesadi (R),1.0
2019-04-15,1,29,23,27.1,Monday,April,Vaisakhadi (Bengal)/ Bahag Bihu (Assam) (R),1.0
2019-04-16,1,46,24,0.8,Tuesday,April,Normal Day,
2019-04-17,1,30,29,10.4,Wednesday,April,Mahavir Jayanti (G),2.0
2019-04-18,1,18,20,32.2,Thursday,April,Normal Day,
2019-04-19,1,13,24,16.0,Friday,April,Good Friday (G),5.0
2019-04-20,1,43,17,13.0,Saturday,April,Normal Day,
2019-04-21,1,21,22,4.6,Sunday,April,Easter Sunday (R),5.0
2019-04-22,1,30,28,32.0,Monday,April,Normal Day,
2019-04-23,1,21,22,1.4,Tuesday,April,Normal Day,
2019-04-24,1,48,16,24.4,Wednesday,April,Normal Day,
2019-04-25,1,17,29,25.4,Thursday,April,Normal Day,
2019-04-26,1,40,20,8.6,Friday,April,Normal Day,
2019-04-27,1,19,21,22.3,Saturday,April,Normal Day,
2019-04-28,1,52,16,3.8,Sunday,April,Normal Day,
2019-04-29,1,15,29,9.0,Monday,April,Normal Day,
2019-04-30,1,9,25,26.0,Tuesday,April,Normal Day,
2019-05-01,1,52,24,28.5,Wednesday,May,Normal Day,
2019-05-02,1,10,16,20.3,Thursday,May,Normal Day,
2019-05-03,1,44,24,17.0,Friday,May,Normal Day,
2019-05-04,1,31,15,5.9,Saturday,May,Normal Day,
2019-05-05,1,23,22,2.8,Sunday,May,Normal Day,
2019-05-06,1,52,15,4.6,Monday,May,Normal Day,
2019-05-07,1,30,23,8.1,Tuesday,May,Normal Day,
2019-05-08,1,33,25,11.7,Wednesday,May,Normal Day,
2019-05-09,1,52,20,13.0,Thursday,May,Guru Rabindranath's Birthday (R),3.0
2019-05-10,1,9,21,11.9,Friday,May,Normal Day,
2019-05-11,1,47,27,8.4,Saturday,May,Normal Day,
2019-05-12,1,1,24,17.1,Sunday,May,Normal Day,
2019-05-13,1,44,21,27.2,Monday,May,Normal Day,
2019-05-14,1,35,24,9.8,Tuesday,May,Normal Day,
2019-05-15,1,11,17,31.0,Wednesday,May,Normal Day,
2019-05-16,1,34,16,28.7,Thursday,May,Normal Day,
2019-05-17,1,16,23,6.0,Friday,May,Normal Day,
2019-05-18,1,9,22,26.0,Saturday,May,Buddha Purnima (G),3.0
2019-05-19,1,32,27,19.2,Sunday,May,Normal Day,
2019-05-20,1,15,26,18.9,Monday,May,Normal Day,
2019-05-21,1,12,24,13.3,Tuesday,May,Normal Day,
2019-05-22,1,33,21,16.8,Wednesday,May,Normal Day,
2019-05-23,1,45,23,13.5,Thursday,May,Normal Day,
2019-05-24,1,14,18,18.1,Friday,May,Normal Day,
2019-05-25,1,8,27,20.9,Saturday,May,Normal Day,
2019-05-26,1,8,18,22.4,Sunday,May,Normal Day,
2019-05-27,1,27,15,17.8,Monday,May,Normal Day,
2019-05-28,1,12,22,23.9,Tuesday,May,Normal Day,
2019-05-29,1,1,28,5.3,Wednesday,May,Normal Day,
2019-05-30,1,43,28,7.6,Thursday,May,Normal Day,
2019-05-31,1,40,26,27.0,Friday,May,Jamat-Ul-Vida (R),4.0
2019-06-01,1,42,17,11.1,Saturday,June,Normal Day,
2019-06-02,1,51,21,1.5,Sunday,June,Normal Day,
2019-06-03,1,11,29,5.7,Monday,June,Normal Day,
2019-06-04,1,39,26,8.0,Tuesday,June,Normal Day,
2019-06-05,1,43,16,31.4,Wednesday,June,Id-ul- Fitr (G),1.0
2019-06-06,1,31,16,19.1,Thursday,June,Normal Day,
2019-06-07,1,17,21,30.6,Friday,June,Normal Day,
2019-06-08,1,33,29,19.2,Saturday,June,Normal Day,
2019-06-09,1,32,20,16.1,Sunday,June,Normal Day,
2019-06-10,1,29,17,10.8,Monday,June,Normal Day,
2019-06-11,1,21,23,20.2,Tuesday,June,Normal Day,
2019-06-12,1,21,24,5.3,Wednesday,June,Normal Day,
2019-06-13,1,40,29,29.5,Thursday,June,Normal Day,
2019-06-14,1,23,28,27.3,Friday,June,Normal Day,
2019-06-15,1,6,27,11.0,Saturday,June,Normal Day,
2019-06-16,1,22,20,31.3,Sunday,June,Normal Day,
2019-06-17,1,50,24,27.2,Monday,June,Normal Day,
2019-06-18,1,38,24,22.1,Tuesday,June,Normal Day,
2019-06-19,1,37,20,4.7,Wednesday,June,Normal Day,
2019-06-20,1,45,15,16.1,Thursday,June,Normal Day,
2019-06-21,1,51,18,17.0,Friday,June,Normal Day,
2019-06-22,1,8,24,8.2,Saturday,June,Normal Day,
2019-06-23,1,41,20,3.4,Sunday,June,Normal Day,
2019-06-24,1,49,29,25.7,Monday,June,Normal Day,
2019-06-25,1,35,20,4.7,Tuesday,June,Normal Day,
2019-06-26,1,51,25,19.8,Wednesday,June,Normal Day,
2019-06-27,1,11,26,30.8,Thursday,June,Normal Day,
2019-06-28,1,24,19,28.8,Friday,June,Normal Day,
2019-06-29,1,49,15,9.7,Saturday,June,Normal Day,
2019-06-30,1,21,22,28.0,Sunday,June,Normal Day,
2019-07-01,1,51,19,0.8,Monday,July,Normal Day,
2019-07-02,1,2,26,1.4,Tuesday,July,Normal Day,
2019-07-03,1,40,26,20.1,Wednesday,July,Normal Day,
2019-07-04,1,19,26,12.5,Thursday,July,Rath Yatra (R),2.0
2019-07-05,1,39,19,13.2,Friday,July,Normal Day,
2019-07-06,1,28,21,18.9,Saturday,July,Normal Day,
2019-07-07,1,17,18,6.9,Sunday,July,Normal Day,
2019-07-08,1,6,20,7.6,Monday,July,Normal Day,
2019-07-09,1,19,27,16.3,Tuesday,July,Normal Day,
2019-07-10,1,38,18,24.9,Wednesday,July,Normal Day,
2019-07-11,1,28,28,20.6,Thursday,July,Normal Day,
2019-07-12,1,2,29,10.3,Friday,July,Normal Day,
2019-07-13,1,38,17,14.6,Saturday,July,Normal Day,
2019-07-14,1,37,21,6.3,Sunday,July,Normal Day,
2019-07-15,1,51,22,3.2,Monday,July,Normal Day,
2019-07-16,1,52,18,25.8,Tuesday,July,Normal Day,
2019-07-17,1,4,27,9.3,Wednesday,July,Normal Day,
2019-07-18,1,22,16,6.5,Thursday,July,Normal Day,
2019-07-19,1,26,26,22.9,Friday,July,Normal Day,
2019-07-20,1,49,24,20.6,Saturday,July,Normal Day,
2019-07-21,1,43,28,21.1,Sunday,July,Normal Day,
2019-07-22,1,36,17,8.1,Monday,July,Normal Day,
2019-07-23,1,13,15,8.2,Tuesday,July,Normal Day,
2019-07-24,1,52,22,7.9,Wednesday,July,Normal Day,
2019-07-25,1,32,29,6.4,Thursday,July,Normal Day,
2019-07-26,1,17,17,21.8,Friday,July,Normal Day,
2019-07-27,1,41,26,27.9,Saturday,July,Normal Day,
2019-07-28,1,36,24,24.0,Sunday,July,Normal Day,
2019-07-29,1,46,21,26.1,Monday,July,Normal Day,
2019-07-30,1,19,24,13.8,Tuesday,July,Normal Day,
2019-07-31,1,35,19,21.7,Wednesday,July,Normal Day,
2019-08-01,1,46,24,12.1,Thursday,August,Normal Day,
2019-08-02,1,40,19,17.6,Friday,August,Normal Day,
2019-08-03,1,28,28,16.2,Saturday,August,Normal Day,
2019-08-04,1,1,21,6.5,Sunday,August,Normal Day,
2019-08-05,1,42,29,13.2,Monday,August,Normal Day,
2019-08-06,1,18,23,31.6,Tuesday,August,Normal Day,
2019-08-07,1,48,26,8.8,Wednesday,August,Normal Day,
2019-08-08,1,40,19,5.1,Thursday,August,Normal Day,
2019-08-09,1,33,15,14.2,Friday,August,Normal Day,
2019-08-10,1,12,24,26.1,Saturday,August,Normal Day,
2019-08-11,1,8,24,19.4,Sunday,August,Normal Day,
2019-08-12,1,24,15,22.6,Monday,August,Id-ul-Zuha (Bakrid) (G),4.0
2019-08-13,1,16,29,6.9,Tuesday,August,Normal Day,
2019-08-14,1,50,16,20.6,Wednesday,August,Normal Day,
2019-08-15,1,4,28,11.2,Thursday,August,Raksha Bandhan (R),2.0
2019-08-16,1,38,20,27.5,Friday,August,Normal Day,
2019-08-17,1,44,23,20.9,Saturday,August,Parsi New Year's day/ Nauraj (R),1.0
2019-08-18,1,27,22,7.2,Sunday,August,Normal Day,
2019-08-19,1,9,27,2.9,Monday,August,Normal Day,
2019-08-20,1,47,19,2.2,Tuesday,August,Normal Day,
2019-08-21,1,16,15,12.7,Wednesday,August,Normal Day,
2019-08-22,1,12,27,9.3,Thursday,August,Normal Day,
2019-08-23,1,31,21,21.5,Friday,August,Normal Day,
2019-08-24,1,24,29,16.8,Saturday,August,Janmashtami (G),3.0
2019-08-25,1,14,19,9.3,Sunday,August,Normal Day,
2019-08-26,1,45,20,5.6,Monday,August,Normal Day,
2019-08-27,1,25,27,4.9,Tuesday,August,Normal Day,
2019-08-28,1,34,21,28.5,Wednesday,August,Normal Day,
2019-08-29,1,3,17,8.6,Thursday,August,Normal Day,
2019-08-30,1,24,26,21.7,Friday,August,Normal Day,
2019-08-31,1,42,24,26.7,Saturday,August,Normal Day,
2019-09-01,1,9,17,20.5,Sunday,September,Normal Day,
2019-09-02,1,26,19,28.3,Monday,September,Vinayaka Chaturthi/ Ganesh Chaturthi (R),1.0
2019-09-03,1,20,20,13.4,Tuesday,September,Normal Day,
2019-09-04,1,40,23,31.4,Wednesday,September,Normal Day,
2019-09-05,1,10,27,5.1,Thursday,September,Normal Day,
2019-09-06,1,19,28,4.1,Friday,September,Normal Day,
2019-09-07,1,3,26,21.9,Saturday,September,Normal Day,
2019-09-08,1,24,19,31.0,Sunday,September,Normal Day,
2019-09-09,1,5,29,26.7,Monday,September,Normal Day,
2019-09-10,1,3,15,3.2,Tuesday,September,Muharram (G),4.0
2019-09-11,1,27,28,9.7,Wednesday,September,Onam or Thiru Onam Day (R),2.0
2019-09-12,1,16,28,30.6,Thursday,September,Normal Day,
2019-09-13,1,49,28,8.9,Friday,September,Normal Day,
2019-09-14,1,15,18,25.8,Saturday,September,Normal Day,
2019-09-15,1,35,19,27.2,Sunday,September,Normal Day,
2019-09-16,1,12,26,16.7,Monday,September,Normal Day,
2019-09-17,1,41,24,13.2,Tuesday,September,Normal Day,
2019-09-18,1,44,24,15.2,Wednesday,September,Normal Day,
2019-09-19,1,26,19,8.1,Thursday,September,Normal Day,
2019-09-20,1,47,21,29.3,Friday,September,Normal Day,
2019-09-21,1,34,18,15.2,Saturday,September,Normal Day,
2019-09-22,1,23,15,29.0,Sunday,September,Normal Day,
2019-09-23,1,31,28,4.2,Monday,September,Normal Day,
2019-09-24,1,50,28,32.4,Tuesday,September,Normal Day,
2019-09-25,1,20,19,15.0,Wednesday,September,Normal Day,
2019-09-26,1,12,21,2.3,Thursday,September,Normal Day,
2019-09-27,1,23,24,2.0,Friday,September,Normal Day,
2019-09-28,1,4,24,24.7,Saturday,September,Normal Day,
2019-09-29,1,23,20,21.9,Sunday,September,Normal Day,
2019-09-30,1,48,19,26.5,Monday,September,Normal Day,
2019-10-01,1,48,18,4.2,Tuesday,October,Normal Day,
2019-10-02,1,1,16,1.9,Wednesday,October,Mahatma Gandhi's Birthday (G),2.0
2019-10-03,1,25,18,17.1,Thursday,October,Normal Day,
2019-10-04,1,2,29,13.2,Friday,October,Normal Day,
2019-10-05,1,30,24,15.6,Saturday,October,Dussehra (Maha Saptami) (Additional) (R),3.0
2019-10-06,1,3,24,32.5,Sunday,October,Dussehra (Maha Ashtami) (Additional) (R),3.0
2019-10-07,1,21,17,31.9,Monday,October,Dussehra (Maha Navmi) (R),3.0
2019-10-08,1,25,24,31.0,Tuesday,October,Dussehra (G),3.0
2019-10-09,1,20,15,25.9,Wednesday,October,Normal Day,
2019-10-10,1,49,22,12.2,Thursday,October,Normal Day,
2019-10-11,1,52,19,14.0,Friday,October,Normal Day,
2019-10-12,1,22,27,18.4,Saturday,October,Normal Day,
2019-10-13,1,21,18,27.4,Sunday,October,Maharishi Valmiki's Birthday (R),3.0
2019-10-14,1,33,22,3.0,Monday,October,Normal Day,
2019-10-15,1,52,21,14.4,Tuesday,October,Normal Day,
2019-10-16,1,38,16,3.4,Wednesday,October,Normal Day,
2019-10-17,1,15,15,17.3,Thursday,October,Karaka Chaturthi (Karva Chouth) (R),3.0
2019-10-18,1,46,26,29.6,Friday,October,Normal Day,
2019-10-19,1,52,25,25.8,Saturday,October,Normal Day,
2019-10-20,1,15,18,8.1,Sunday,October,Normal Day,
2019-10-21,1,46,22,32.0,Monday,October,Normal Day,
2019-10-22,1,25,26,22.2,Tuesday,October,Normal Day,
2019-10-23,1,21,16,1.1,Wednesday,October,Normal Day,
2019-10-24,1,24,17,9.0,Thursday,October,Normal Day,
2019-10-25,1,5,26,9.1,Friday,October,Normal Day,
2019-10-26,1,6,15,3.0,Saturday,October,Normal Day,
2019-10-27,1,49,15,31.5,Sunday,October,Naraka Chaturdasi (R),1.0
2019-10-28,1,43,27,16.1,Monday,October,Govardhan Puja (R),3.0
2019-10-29,1,48,17,29.5,Tuesday,October,Bhai Duj (R),3.0
2019-10-30,1,44,25,11.1,Wednesday,October,Normal Day,
2019-10-31,1,47,19,4.8,Thursday,October,Normal Day,
2019-11-01,1,23,26,16.0,Friday,November,Normal Day,
2019-11-02,1,4,17,4.4,Saturday,November,Pratihar Sashthi or Surya Sashthi (Chhat Puja) (R),3.0
2019-11-03,1,27,15,16.4,Sunday,November,Normal Day,
2019-11-04,1,18,15,30.2,Monday,November,Normal Day,
2019-11-05,1,21,22,17.5,Tuesday,November,Normal Day,
2019-11-06,1,28,24,20.5,Wednesday,November,Normal Day,
2019-11-07,1,35,25,5.8,Thursday,November,Normal Day,
2019-11-08,1,22,26,2.2,Friday,November,Normal Day,
2019-11-09,1,40,27,4.3,Saturday,November,Normal Day,
2019-11-10,1,23,27,20.0,Sunday,November,Milad-un-Nabi or Id-e-Milad (Birthday of Prophet Mohammad) (G),4.0
2019-11-11,1,3,26,3.8,Monday,November,Normal Day,
2019-11-12,1,40,29,12.8,Tuesday,November,Guru Nanak's Birthday (G),1.0
2019-11-13,1,50,28,18.4,Wednesday,November,Normal Day,
2019-11-14,1,10,16,13.2,Thursday,November,Normal Day,
2019-11-15,1,25,27,6.0,Friday,November,Normal Day,
2019-11-16,1,52,17,9.6,Saturday,November,Normal Day,
2019-11-17,1,49,16,30.5,Sunday,November,Normal Day,
2019-11-18,1,8,17,22.4,Monday,November,Normal Day,
2019-11-19,1,11,21,16.7,Tuesday,November,Normal Day,
2019-11-20,1,5,15,1.2,Wednesday,November,Normal Day,
2019-11-21,1,45,24,32.6,Thursday,November,Normal Day,
2019-11-22,1,37,22,22.3,Friday,November,Normal Day,
2019-11-23,1,45,27,10.9,Saturday,November,Normal Day,
2019-11-24,1,38,24,28.9,Sunday,November,Guru Teg Bahadur's Martyrdom Day (R),3.0
2019-11-25,1,29,24,9.1,Monday,November,Normal Day,
2019-11-26,1,5,24,18.2,Tuesday,November,Normal Day,
2019-11-27,1,9,28,21.2,Wednesday,November,Normal Day,
2019-11-28,1,48,16,7.9,Thursday,November,Normal Day,
2019-11-29,1,2,17,32.1,Friday,November,Normal Day,
2019-11-30,1,1,23,24.7,Saturday,November,Normal Day,
2019-12-01,1,40,21,18.7,Sunday,December,Normal Day,
2019-12-02,1,51,18,6.6,Monday,December,Normal Day,
2019-12-03,1,30,24,2.5,Tuesday,December,Normal Day,
2019-12-04,1,11,19,11.0,Wednesday,December,Normal Day,
2019-12-05,1,28,16,24.9,Thursday,December,Normal Day,
2019-12-06,1,44,27,9.4,Friday,December,Normal Day,
2019-12-07,1,12,25,18.1,Saturday,December,Normal Day,
2019-12-08,1,39,27,24.1,Sunday,December,Normal Day,
2019-12-09,1,26,22,4.3,Monday,December,Normal Day,
2019-12-10,1,13,18,22.7,Tuesday,December,Normal Day,
2019-12-11,1,8,23,3.7,Wednesday,December,Normal Day,
2019-12-12,1,28,19,31.7,Thursday,December,Normal Day,
2019-12-13,1,30,27,16.4,Friday,December,Normal Day,
2019-12-14,1,9,23,5.6,Saturday,December,Normal Day,
2019-12-15,1,39,18,11.8,Sunday,December,Normal Day,
2019-12-16,1,31,24,14.0,Monday,December,Normal Day,
2019-12-17,1,21,19,25.1,Tuesday,December,Normal Day,
2019-12-18,1,47,23,24.6,Wednesday,December,Normal Day,
2019-12-19,1,34,22,20.4,Thursday,December,Normal Day,
2019-12-20,1,31,17,4.2,Friday,December,Normal Day,
2019-12-21,1,52,15,5.7,Saturday,December,Normal Day,
2019-12-22,1,25,17,3.8,Sunday,December,Normal Day,
2019-12-23,1,12,18,19.3,Monday,December,Normal Day,
2019-12-24,1,1,16,28.9,Tuesday,December,Christmas Eve (R),2.0
2019-12-25,1,22,15,14.7,Wednesday,December,Christmas Day (G),2.0
2019-12-26,1,40,21,5.9,Thursday,December,Normal Day,
2019-12-27,1,37,22,18.7,Friday,December,Normal Day,
2019-12-28,1,47,21,26.8,Saturday,December,Normal Day,
2019-12-29,1,1,28,24.5,Sunday,December,Normal Day,
2019-12-30,1,1,19,29.0,Monday,December,Normal Day,
2019-12-31,1,42,26,9.7,Tuesday,December,Normal Day,
2020-01-01,1,42,15,7.0,Wednesday,January,New Year's Day (R),2.0
2020-01-02,1,21,21,29.0,Thursday,January,Guru Gobind Singh's Birthday (R),1.0
2020-01-03,1,15,27,21.8,Friday,January,Normal Day,
2020-01-04,1,17,21,10.7,Saturday,January,Normal Day,
2020-01-05,1,22,23,24.6,Sunday,January,Normal Day,
2020-01-06,1,38,17,26.9,Monday,January,Normal Day,
2020-01-07,1,35,23,20.5,Tuesday,January,Normal Day,
2020-01-08,1,45,28,22.8,Wednesday,January,Normal Day,
2020-01-09,1,16,15,12.8,Thursday,January,Normal Day,
2020-01-10,1,8,15,18.0,Friday,January,Normal Day,
2020-01-11,1,47,28,17.6,Saturday,January,Normal Day,
2020-01-12,1,17,18,27.9,Sunday,January,Normal Day,
2020-01-13,1,17,23,27.7,Monday,January,Lohri (R),1.0
2020-01-14,1,26,20,27.4,Tuesday,January,Normal Day,
2020-01-15,1,13,27,1.2,Wednesday,January,Makar Sankranti/Pongal (R),1.0
2020-01-16,1,17,25,24.8,Thursday,January,Normal Day,
2020-01-17,1,38,17,25.1,Friday,January,Normal Day,
2020-01-18,1,17,15,22.5,Saturday,January,Normal Day,
2020-01-19,1,48,18,25.0,Sunday,January,Normal Day,
2020-01-20,1,14,26,27.7,Monday,January,Normal Day,
2020-01-21,1,45,27,15.9,Tuesday,January,Normal Day,
2020-01-22,1,6,23,16.9,Wednesday,January,Normal Day,
2020-01-23,1,35,17,4.8,Thursday,January,Normal Day,
2020-01-24,1,46,26,13.1,Friday,January,Normal Day,
2020-01-25,1,14,23,21.4,Saturday,January,Normal Day,
2020-01-26,1,47,21,25.8,Sunday,January,Republic Day (G),2.0
2020-01-27,1,8,26,7.8,Monday,January,Normal Day,
2020-01-28,1,15,28,5.2,Tuesday,January,Normal Day,
2020-01-29,1,27,29,22.0,Wednesday,January,Normal Day,
2020-01-30,1,13,18,0.9,Thursday,January,Basant Panchami / Sri Panchami (R),3.0
2020-01-31,1,49,17,6.5,Friday,January,Normal Day,
2020-02-01,1,31,24,1.7,Saturday,February,Normal Day,
2020-02-02,1,35,29,6.1,Sunday,February,Normal Day,
2020-02-03,1,6,19,6.6,Monday,February,Normal Day,
2020-02-04,1,5,19,13.2,Tuesday,February,Normal Day,
2020-02-05,1,22,17,13.7,Wednesday,February,Normal Day,
2020-02-06,1,49,26,28.8,Thursday,February,Normal Day,
2020-02-07,1,23,23,17.1,Friday,February,Normal Day,
2020-02-08,1,25,18,23.9,Saturday,February,Normal Day,
2020-02-09,1,34,25,4.1,Sunday,February,Guru Ravidas's Birthday (R),3.0
2020-02-10,1,26,19,8.0,Monday,February,Normal Day,
2020-02-11,1,47,18,23.3,Tuesday,February,Normal Day,
2020-02-12,1,5,19,2.5,Wednesday,February,Normal Day,
2020-02-13,1,26,21,16.4,Thursday,February,Normal Day,
2020-02-14,1,20,23,20.0,Friday,February,Normal Day,
2020-02-15,1,6,21,20.1,Saturday,February,Normal Day,
2020-02-16,1,6,27,1.5,Sunday,February,Normal Day,
2020-02-17,1,50,19,11.1,Monday,February,Normal Day,
2020-02-18,1,18,24,21.2,Tuesday,February,Swami Dayananda Saraswati Jayanti (R),3.0
2020-02-19,1,4,24,5.6,Wednesday,February,Shivaji Jayanti (R),3.0
2020-02-20,1,17,21,23.1,Thursday,February,Normal Day,
2020-02-21,1,14,28,24.7,Friday,February,Maha Shivaratri (R),1.0
2020-02-22,1,14,29,32.2,Saturday,February,Normal Day,
2020-02-23,1,13,24,7.5,Sunday,February,Normal Day,
2020-02-24,1,7,19,27.2,Monday,February,Normal Day,
2020-02-25,1,44,17,17.4,Tuesday,February,Normal Day,
2020-02-26,1,15,21,12.8,Wednesday,February,Normal Day,
2020-02-27,1,19,27,4.7,Thursday,February,Normal Day,
2020-02-28,1,43,25,24.3,Friday,February,Normal Day,
2020-02-29,1,47,25,8.3,Saturday,February,Normal Day,
2020-03-01,1,44,16,12.7,Sunday,March,Normal Day,
2020-03-02,1,35,29,2.8,Monday,March,Normal Day,
2020-03-03,1,17,26,26.4,Tuesday,March,Normal Day,
2020-03-04,1,35,23,25.3,Wednesday,March,Normal Day,
2020-03-05,1,19,24,24.3,Thursday,March,Normal Day,
2020-03-06,1,20,24,10.4,Friday,March,Normal Day,
2020-03-07,1,36,26,6.4,Saturday,March,Normal Day,
2020-03-08,1,35,15,21.2,Sunday,March,Normal Day,
2020-03-09,1,32,27,16.7,Monday,March,Holika Dahan/Dolyatra/Hazarat Ali's Birthday (R),1.0
2020-03-10,1,48,20,6.5,Tuesday,March,Holi (G),3.0
2020-03-11,1,44,21,22.7,Wednesday,March,Normal Day,
2020-03-12,1,40,28,32.5,Thursday,March,Normal Day,
2020-03-13,1,24,27,24.7,Friday,March,Normal Day,
2020-03-14,1,17,22,24.5,Saturday,March,Normal Day,
2020-03-15,1,7,24,31.2,Sunday,March,Normal Day,
2020-03-16,1,43,23,7.3,Monday,March,Normal Day,
2020-03-17,1,50,16,18.9,Tuesday,March,Normal Day,
2020-03-18,1,1,25,32.1,Wednesday,March,Normal Day,
2020-03-19,1,35,24,6.1,Thursday,March,Normal Day,
2020-03-20,1,32,16,23.2,Friday,March,Normal Day,
2020-03-21,1,36,19,19.5,Saturday,March,Normal Day,
2020-03-22,1,13,27,19.6,Sunday,March,Normal Day,
2020-03-23,1,6,19,23.1,Monday,March,Normal Day,
2020-03-24,1,14,20,30.5,Tuesday,March,Normal Day,
2020-03-25,1,37,17,25.8,Wednesday,March,Chaitra Sukladi/Gudi Padava/Ugadi/Cheti Chand (R),3.0
2020-03-26,1,48,22,2.6,Thursday,March,Normal Day,
2020-03-27,1,15,27,28.1,Friday,March,Normal Day,
2020-03-28,1,47,15,8.0,Saturday,March,Normal Day,
2020-03-29,1,4,20,12.9,Sunday,March,Normal Day,
2020-03-30,1,40,18,15.6,Monday,March,Normal Day,
2020-03-31,1,16,15,16.2,Tuesday,March,Normal Day,
2020-04-01,1,28,29,14.7,Wednesday,April,Normal Day,
2020-04-02,1,16,21,30.8,Thursday,April,Ram Navami (G),1.0
2020-04-03,1,4,23,23.4,Friday,April,Normal Day,
2020-04-04,1,45,27,21.0,Saturday,April,Normal Day,
2020-04-05,1,26,18,2.4,Sunday,April,Normal Day,
2020-04-06,1,28,18,29.7,Monday,April,Mahavir Jayanti (G),2.0
2020-04-07,1,32,20,29.9,Tuesday,April,Normal Day,
2020-04-08,1,45,26,25.8,Wednesday,April,Normal Day,
2020-04-09,1,2,29,1.0,Thursday,April,Normal Day,
2020-04-10,1,31,17,2.6,Friday,April,Good Friday (G),5.0
2020-04-11,1,3,27,8.0,Saturday,April,Normal Day,
2020-04-12,1,8,26,5.0,Sunday,April,Easter Sunday (R),5.0
2020-04-13,1,24,20,13.6,Monday,April,Vaisakhi/Vishu (R),1.0
2020-04-14,1,15,21,30.3,Tuesday,April,Mesadi/Vaisakhadi (Bengal)/Bahag Bihu (Assam) (R),1.0
2020-04-15,1,43,25,15.9,Wednesday,April,Normal Day,
2020-04-16,1,31,24,1.2,Thursday,April,Normal Day,
2020-04-17,1,9,24,9.8,Friday,April,Normal Day,
2020-04-18,1,39,17,2.2,Saturday,April,Normal Day,
2020-04-19,1,45,21,2.0,Sunday,April,Normal Day,
2020-04-20,1,2,28,9.6,Monday,April,Normal Day,
2020-04-21,1,8,17,9.6,Tuesday,April,Normal Day,
2020-04-22,1,7,27,26.0,Wednesday,April,Normal Day,
2020-04-23,1,44,27,32.0,Thursday,April,Normal Day,
2020-04-24,1,51,16,12.7,Friday,April,Normal Day,
2020-04-25,1,39,26,14.5,Saturday,April,Normal Day,
2020-04-26,1,42,28,27.8,Sunday,April,Normal Day,
2020-04-27,1,16,24,9.4,Monday,April,Normal Day,
2020-04-28,1,35,18,5.8,Tuesday,April,Normal Day,
2020-04-29,1,30,26,28.1,Wednesday,April,Normal Day,
2020-04-30,1,10,22,2.3,Thursday,April,Normal Day,
