Date,Food item,Qty,Temperature,Precipitation,Day,Month,Special Occasion
2019-03-12,mandi,34,24,29.6,Tuesday,March,Normal Day
2019-03-13,mandi,6,21,22.7,Wednesday,March,Normal Day
2019-03-14,mandi,42,16,17.7,Thursday,March,Normal Day
2019-03-15,mandi,34,18,16.7,Friday,March,Normal Day
2019-03-16,mandi,38,15,13.8,Saturday,March,Normal Day
2019-03-17,mandi,42,24,23.8,Sunday,March,Normal Day
2019-03-18,mandi,31,20,5.2,Monday,March,Normal Day
2019-03-19,mandi,34,20,24.2,Tuesday,March,Normal Day
2019-03-20,mandi,7,26,21.1,Wednesday,March,Normal Day
2019-03-21,mandi,26,24,30.1,Thursday,March,Normal Day
2019-03-22,mandi,46,19,13.1,Friday,March,Normal Day
2019-03-23,mandi,43,16,6.1,Saturday,March,Normal Day
2019-03-24,mandi,36,15,3.4,Sunday,March,Normal Day
2019-03-25,mandi,21,17,8.7,Monday,March,Normal Day
2019-03-26,mandi,36,25,10.0,Tuesday,March,Normal Day
2019-03-27,mandi,40,15,23.9,Wednesday,March,Normal Day
2019-03-28,mandi,47,17,31.2,Thursday,March,Normal Day
2019-03-29,mandi,5,22,30.8,Friday,March,Normal Day
2019-03-30,mandi,36,22,7.7,Saturday,March,Normal Day
2019-03-31,mandi,35,29,9.2,Sunday,March,Normal Day
2019-04-01,mandi,45,18,2.4,Monday,April,Normal Day
2019-04-02,mandi,26,25,11.5,Tuesday,April,Normal Day
2019-04-03,mandi,9,16,4.2,Wednesday,April,Normal Day
2019-04-04,mandi,25,22,24.1,Thursday,April,Normal Day
2019-04-05,mandi,42,27,22.8,Friday,April,Normal Day
2019-04-06,mandi,3,23,8.7,Saturday,April,Normal Day
2019-04-07,mandi,44,16,26.4,Sunday,April,Normal Day
2019-04-08,mandi,34,17,9.5,Monday,April,Normal Day
2019-04-09,mandi,44,26,12.4,Tuesday,April,Normal Day
2019-04-10,mandi,17,25,30.2,Wednesday,April,Normal Day
2019-04-11,mandi,49,24,22.9,Thursday,April,Normal Day
2019-04-12,mandi,16,29,3.6,Friday,April,Normal Day
2019-04-13,mandi,31,22,25.1,Saturday,April,Normal Day
2019-04-14,mandi,37,19,25.1,Sunday,April,Normal Day
2019-04-15,mandi,8,20,21.2,Monday,April,Normal Day
2019-04-16,mandi,12,23,29.7,Tuesday,April,Normal Day
2019-04-17,mandi,41,29,23.0,Wednesday,April,Normal Day
2019-04-18,mandi,32,27,22.2,Thursday,April,Normal Day
2019-04-19,mandi,17,24,19.6,Friday,April,Normal Day
2019-04-20,mandi,22,21,18.6,Saturday,April,Normal Day
2019-04-21,mandi,15,24,10.8,Sunday,April,Normal Day
2019-04-22,mandi,51,19,24.2,Monday,April,Normal Day
2019-04-23,mandi,23,22,31.9,Tuesday,April,Normal Day
2019-04-24,mandi,30,27,16.0,Wednesday,April,Normal Day
2019-04-25,mandi,18,18,27.8,Thursday,April,Normal Day
2019-04-26,mandi,17,25,27.3,Friday,April,Normal Day
2019-04-27,mandi,35,28,19.9,Saturday,April,Normal Day
2019-04-28,mandi,34,26,4.7,Sunday,April,Normal Day
2019-04-29,mandi,40,17,23.1,Monday,April,Normal Day
2019-04-30,mandi,44,24,24.0,Tuesday,April,Normal Day
2019-05-01,mandi,49,21,10.9,Wednesday,May,Normal Day
2019-05-02,mandi,25,18,26.1,Thursday,May,Normal Day
2019-05-03,mandi,16,27,20.8,Friday,May,Normal Day
2019-05-04,mandi,2,27,20.5,Saturday,May,Normal Day
2019-05-05,mandi,34,21,15.6,Sunday,May,Normal Day
2019-05-06,mandi,13,28,0.8,Monday,May,Normal Day
2019-05-07,mandi,32,27,13.1,Tuesday,May,Normal Day
2019-05-08,mandi,46,17,3.0,Wednesday,May,Normal Day
2019-05-09,mandi,49,18,2.5,Thursday,May,Normal Day
2019-05-10,mandi,44,27,2.0,Friday,May,Normal Day
2019-05-11,mandi,44,23,19.4,Saturday,May,Normal Day
2019-05-12,mandi,30,29,13.5,Sunday,May,Normal Day
2019-05-13,mandi,20,23,11.6,Monday,May,Normal Day
2019-05-14,mandi,49,19,24.2,Tuesday,May,Normal Day
2019-05-15,mandi,30,17,15.8,Wednesday,May,Normal Day
2019-05-16,mandi,37,16,10.3,Thursday,May,Normal Day
2019-05-17,mandi,46,23,9.7,Friday,May,Normal Day
2019-05-18,mandi,49,29,14.5,Saturday,May,Normal Day
2019-05-19,mandi,12,23,22.5,Sunday,May,Normal Day
2019-05-20,mandi,37,25,31.2,Monday,May,Normal Day
2019-05-21,mandi,39,25,19.6,Tuesday,May,Normal Day
2019-05-22,mandi,24,22,29.1,Wednesday,May,Normal Day
2019-05-23,mandi,34,25,29.7,Thursday,May,Normal Day
2019-05-24,mandi,4,23,24.6,Friday,May,Normal Day
2019-05-25,mandi,29,25,13.7,Saturday,May,Normal Day
2019-05-26,mandi,51,29,8.2,Sunday,May,Normal Day
2019-05-27,mandi,43,27,4.7,Monday,May,Normal Day
2019-05-28,mandi,41,16,13.1,Tuesday,May,Normal Day
2019-05-29,mandi,6,15,31.4,Wednesday,May,Normal Day
2019-05-30,mandi,47,19,2.7,Thursday,May,Normal Day
2019-05-31,mandi,35,21,29.1,Friday,May,Normal Day
2019-06-01,mandi,42,18,32.6,Saturday,June,Normal Day
2019-06-02,mandi,17,17,25.1,Sunday,June,Normal Day
2019-06-03,mandi,35,22,29.5,Monday,June,Normal Day
2019-06-04,mandi,47,20,20.7,Tuesday,June,Normal Day
2019-06-05,mandi,14,23,19.8,Wednesday,June,Normal Day
2019-06-06,mandi,41,19,3.7,Thursday,June,Normal Day
2019-06-07,mandi,28,22,9.3,Friday,June,Normal Day
2019-06-08,mandi,25,27,29.2,Saturday,June,Normal Day
2019-06-09,mandi,9,16,28.4,Sunday,June,Normal Day
2019-06-10,mandi,5,29,21.8,Monday,June,Normal Day
2019-06-11,mandi,24,25,3.6,Tuesday,June,Normal Day
2019-06-12,mandi,8,26,12.7,Wednesday,June,Normal Day
2019-06-13,mandi,26,25,23.9,Thursday,June,Normal Day
2019-06-14,mandi,48,16,3.4,Friday,June,Normal Day
2019-06-15,mandi,13,27,29.4,Saturday,June,Normal Day
2019-06-16,mandi,45,15,2.8,Sunday,June,Normal Day
2019-06-17,mandi,3,28,19.8,Monday,June,Normal Day
2019-06-18,mandi,40,22,22.0,Tuesday,June,Normal Day
2019-06-19,mandi,33,25,28.5,Wednesday,June,Normal Day
2019-06-20,mandi,16,20,17.5,Thursday,June,Normal Day
2019-06-21,mandi,48,22,8.6,Friday,June,Normal Day
2019-06-22,mandi,45,23,11.5,Saturday,June,Normal Day
2019-06-23,mandi,36,23,30.6,Sunday,June,Normal Day
2019-06-24,mandi,7,29,23.2,Monday,June,Normal Day
2019-06-25,mandi,51,19,29.0,Tuesday,June,Normal Day
2019-06-26,mandi,10,29,27.2,Wednesday,June,Normal Day
2019-06-27,mandi,39,25,8.1,Thursday,June,Normal Day
2019-06-28,mandi,2,29,0.8,Friday,June,Normal Day
2019-06-29,mandi,12,28,25.0,Saturday,June,Normal Day
2019-06-30,mandi,13,21,7.0,Sunday,June,Normal Day
2019-07-01,mandi,41,28,11.2,Monday,July,Normal Day
2019-07-02,mandi,34,15,4.5,Tuesday,July,Normal Day
2019-07-03,mandi,45,26,1.1,Wednesday,July,Normal Day
2019-07-04,mandi,19,17,4.9,Thursday,July,Normal Day
2019-07-05,mandi,41,28,1.4,Friday,July,Normal Day
2019-07-06,mandi,15,16,11.7,Saturday,July,Normal Day
2019-07-07,mandi,22,28,24.9,Sunday,July,Normal Day
2019-07-08,mandi,36,18,6.4,Monday,July,Normal Day
2019-07-09,mandi,17,16,31.1,Tuesday,July,Normal Day
2019-07-10,mandi,10,26,3.0,Wednesday,July,Normal Day
2019-07-11,mandi,26,20,11.9,Thursday,July,Normal Day
2019-07-12,mandi,50,22,2.3,Friday,July,Normal Day
2019-07-13,mandi,29,28,32.0,Saturday,July,Normal Day
2019-07-14,mandi,35,26,24.8,Sunday,July,Normal Day
2019-07-15,mandi,7,18,25.1,Monday,July,Normal Day
2019-07-16,mandi,6,27,1.5,Tuesday,July,Normal Day
2019-07-17,mandi,51,29,16.4,Wednesday,July,Normal Day
2019-07-18,mandi,26,25,22.7,Thursday,July,Normal Day
2019-07-19,mandi,29,16,9.6,Friday,July,Normal Day
2019-07-20,mandi,13,18,14.4,Saturday,July,Normal Day
2019-07-21,mandi,29,23,6.0,Sunday,July,Normal Day
2019-07-22,mandi,32,27,10.3,Monday,July,Normal Day
2019-07-23,mandi,20,16,25.5,Tuesday,July,Normal Day
2019-07-24,mandi,3,20,5.0,Wednesday,July,Normal Day
2019-07-25,mandi,28,15,31.6,Thursday,July,Normal Day
2019-07-26,mandi,16,27,31.0,Friday,July,Normal Day
2019-07-27,mandi,6,19,21.2,Saturday,July,Normal Day
2019-07-28,mandi,3,17,9.6,Sunday,July,Normal Day
2019-07-29,mandi,38,25,13.9,Monday,July,Normal Day
2019-07-30,mandi,35,29,24.7,Tuesday,July,Normal Day
2019-07-31,mandi,12,15,21.7,Wednesday,July,Normal Day
2019-08-01,mandi,16,16,28.5,Thursday,August,Normal Day
2019-08-02,mandi,46,25,31.8,Friday,August,Normal Day
2019-08-03,mandi,8,23,28.6,Saturday,August,Normal Day
2019-08-04,mandi,50,29,15.3,Sunday,August,Normal Day
2019-08-05,mandi,29,18,1.4,Monday,August,Normal Day
2019-08-06,mandi,3,26,1.8,Tuesday,August,Normal Day
2019-08-07,mandi,25,18,26.3,Wednesday,August,Normal Day
2019-08-08,mandi,17,28,4.6,Thursday,August,Normal Day
2019-08-09,mandi,36,28,22.7,Friday,August,Normal Day
2019-08-10,mandi,22,23,7.2,Saturday,August,Normal Day
2019-08-11,mandi,2,20,11.2,Sunday,August,Normal Day
2019-08-12,mandi,13,22,14.7,Monday,August,Normal Day
2019-08-13,mandi,18,15,1.2,Tuesday,August,Normal Day
2019-08-14,mandi,46,28,13.4,Wednesday,August,Normal Day
2019-08-15,mandi,32,29,20.0,Thursday,August,Normal Day
2019-08-16,mandi,33,25,23.0,Friday,August,Normal Day
2019-08-17,mandi,8,26,25.8,Saturday,August,Normal Day
2019-08-18,mandi,24,25,16.2,Sunday,August,Normal Day
2019-08-19,mandi,46,23,8.5,Monday,August,Normal Day
2019-08-20,mandi,22,29,16.8,Tuesday,August,Normal Day
2019-08-21,mandi,10,26,23.3,Wednesday,August,Normal Day
2019-08-22,mandi,33,22,1.1,Thursday,August,Normal Day
2019-08-23,mandi,41,16,17.9,Friday,August,Normal Day
2019-08-24,mandi,13,27,3.4,Saturday,August,Normal Day
2019-08-25,mandi,39,18,12.2,Sunday,August,Normal Day
2019-08-26,mandi,26,16,32.1,Monday,August,Normal Day
2019-08-27,mandi,15,28,23.0,Tuesday,August,Normal Day
2019-08-28,mandi,44,16,2.1,Wednesday,August,Normal Day
2019-08-29,mandi,3,15,31.2,Thursday,August,Normal Day
2019-08-30,mandi,6,25,1.8,Friday,August,Normal Day
2019-08-31,mandi,32,23,2.5,Saturday,August,Normal Day
2019-09-01,mandi,8,23,23.5,Sunday,September,Normal Day
2019-09-02,mandi,20,22,23.7,Monday,September,Normal Day
2019-09-03,mandi,7,28,20.4,Tuesday,September,Normal Day
2019-09-04,mandi,4,25,29.4,Wednesday,September,Normal Day
2019-09-05,mandi,26,20,27.0,Thursday,September,Normal Day
2019-09-06,mandi,41,29,21.4,Friday,September,Normal Day
2019-09-07,mandi,11,26,24.2,Saturday,September,Normal Day
2019-09-08,mandi,23,16,2.7,Sunday,September,Normal Day
2019-09-09,mandi,45,26,5.9,Monday,September,Normal Day
2019-09-10,mandi,46,17,7.8,Tuesday,September,Normal Day
2019-09-11,mandi,29,18,24.6,Wednesday,September,Normal Day
2019-09-12,mandi,32,21,14.7,Thursday,September,Normal Day
2019-09-13,mandi,6,17,6.0,Friday,September,Normal Day
2019-09-14,mandi,37,16,21.7,Saturday,September,Normal Day
2019-09-15,mandi,3,22,32.0,Sunday,September,Normal Day
2019-09-16,mandi,35,26,7.2,Monday,September,Normal Day
2019-09-17,mandi,15,27,3.1,Tuesday,September,Normal Day
2019-09-18,mandi,49,15,27.7,Wednesday,September,Normal Day
2019-09-19,mandi,24,28,31.5,Thursday,September,Normal Day
2019-09-20,mandi,28,18,20.9,Friday,September,Normal Day
2019-09-21,mandi,24,26,25.4,Saturday,September,Normal Day
2019-09-22,mandi,32,16,28.5,Sunday,September,Normal Day
2019-09-23,mandi,34,23,14.8,Monday,September,Normal Day
2019-09-24,mandi,34,18,28.7,Tuesday,September,Normal Day
2019-09-25,mandi,42,18,14.3,Wednesday,September,Normal Day
2019-09-26,mandi,12,17,19.8,Thursday,September,Normal Day
2019-09-27,mandi,40,17,20.7,Friday,September,Normal Day
2019-09-28,mandi,35,19,24.3,Saturday,September,Normal Day
2019-09-29,mandi,48,24,23.7,Sunday,September,Normal Day
2019-09-30,mandi,44,28,6.5,Monday,September,Normal Day
2019-10-01,mandi,37,28,31.9,Tuesday,October,Normal Day
2019-10-02,mandi,41,19,3.0,Wednesday,October,Normal Day
2019-10-03,mandi,47,28,3.9,Thursday,October,Normal Day
2019-10-04,mandi,25,28,17.3,Friday,October,Normal Day
2019-10-05,mandi,6,18,19.8,Saturday,October,Normal Day
2019-10-06,mandi,28,15,13.3,Sunday,October,Normal Day
2019-10-07,mandi,5,16,28.3,Monday,October,Normal Day
2019-10-08,mandi,12,29,19.6,Tuesday,October,Normal Day
2019-10-09,mandi,23,22,13.5,Wednesday,October,Normal Day
2019-10-10,mandi,10,29,8.3,Thursday,October,Normal Day
2019-10-11,mandi,16,17,14.9,Friday,October,Normal Day
2019-10-12,mandi,12,24,15.2,Saturday,October,Normal Day
2019-10-13,mandi,5,28,5.5,Sunday,October,Normal Day
2019-10-14,mandi,12,18,19.6,Monday,October,Normal Day
2019-10-15,mandi,20,15,8.9,Tuesday,October,Normal Day
2019-10-16,mandi,37,26,2.0,Wednesday,October,Normal Day
2019-10-17,mandi,37,29,22.0,Thursday,October,Normal Day
2019-10-18,mandi,44,15,27.8,Friday,October,Normal Day
2019-10-19,mandi,15,22,19.5,Saturday,October,Normal Day
2019-10-20,mandi,20,20,7.4,Sunday,October,Normal Day
2019-10-21,mandi,9,16,32.4,Monday,October,Normal Day
2019-10-22,mandi,26,29,8.2,Tuesday,October,Normal Day
2019-10-23,mandi,35,27,21.3,Wednesday,October,Normal Day
2019-10-24,mandi,5,20,6.6,Thursday,October,Normal Day
2019-10-25,mandi,14,15,17.0,Friday,October,Normal Day
2019-10-26,mandi,50,26,5.5,Saturday,October,Normal Day
2019-10-27,mandi,34,22,22.8,Sunday,October,Normal Day
2019-10-28,mandi,39,23,21.3,Monday,October,Normal Day
2019-10-29,mandi,43,29,8.9,Tuesday,October,Normal Day
2019-10-30,mandi,38,16,11.8,Wednesday,October,Normal Day
2019-10-31,mandi,45,18,4.8,Thursday,October,Normal Day
2019-11-01,mandi,42,18,23.3,Friday,November,Normal Day
2019-11-02,mandi,50,26,22.3,Saturday,November,Normal Day
2019-11-03,mandi,8,19,3.8,Sunday,November,Normal Day
2019-11-04,mandi,5,27,15.0,Monday,November,Normal Day
2019-11-05,mandi,34,29,6.5,Tuesday,November,Normal Day
2019-11-06,mandi,26,15,27.6,Wednesday,November,Normal Day
2019-11-07,mandi,50,25,22.7,Thursday,November,Normal Day
2019-11-08,mandi,8,16,20.6,Friday,November,Normal Day
2019-11-09,mandi,12,29,19.1,Saturday,November,Normal Day
2019-11-10,mandi,46,25,30.6,Sunday,November,Normal Day
2019-11-11,mandi,19,18,22.4,Monday,November,Normal Day
2019-11-12,mandi,48,29,21.9,Tuesday,November,Normal Day
2019-11-13,mandi,28,19,19.3,Wednesday,November,Normal Day
2019-11-14,mandi,6,16,32.8,Thursday,November,Normal Day
2019-11-15,mandi,41,29,32.1,Friday,November,Normal Day
2019-11-16,mandi,9,23,28.7,Saturday,November,Normal Day
2019-11-17,mandi,41,19,18.9,Sunday,November,Normal Day
2019-11-18,mandi,38,25,28.9,Monday,November,Normal Day
2019-11-19,mandi,19,28,30.4,Tuesday,November,Normal Day
2019-11-20,mandi,13,20,29.6,Wednesday,November,Normal Day
2019-11-21,mandi,45,23,11.0,Thursday,November,Normal Day
2019-11-22,mandi,7,25,12.8,Friday,November,Normal Day
2019-11-23,mandi,1,23,11.3,Saturday,November,Normal Day
2019-11-24,mandi,15,26,20.3,Sunday,November,Normal Day
2019-11-25,mandi,29,19,13.0,Monday,November,Normal Day
2019-11-26,mandi,32,23,19.9,Tuesday,November,Normal Day
2019-11-27,mandi,38,15,15.0,Wednesday,November,Normal Day
2019-11-28,mandi,8,24,19.6,Thursday,November,Normal Day
2019-11-29,mandi,2,28,21.4,Friday,November,Normal Day
2019-11-30,mandi,21,28,16.8,Saturday,November,Normal Day
2019-12-01,mandi,2,24,31.2,Sunday,December,Normal Day
2019-12-02,mandi,29,20,30.1,Monday,December,Normal Day
2019-12-03,mandi,5,24,4.3,Tuesday,December,Normal Day
2019-12-04,mandi,15,16,17.7,Wednesday,December,Normal Day
2019-12-05,mandi,43,26,16.1,Thursday,December,Normal Day
2019-12-06,mandi,50,21,26.8,Friday,December,Normal Day
2019-12-07,mandi,45,26,31.4,Saturday,December,Normal Day
2019-12-08,mandi,16,19,7.1,Sunday,December,Normal Day
2019-12-09,mandi,15,29,3.1,Monday,December,Normal Day
2019-12-10,mandi,51,23,21.8,Tuesday,December,Normal Day
2019-12-11,mandi,13,29,7.1,Wednesday,December,Normal Day
2019-12-12,mandi,14,20,7.0,Thursday,December,Normal Day
2019-12-13,mandi,52,27,20.6,Friday,December,Normal Day
2019-12-14,mandi,47,28,10.6,Saturday,December,Normal Day
2019-12-15,mandi,16,26,18.1,Sunday,December,Normal Day
2019-12-16,mandi,18,24,20.3,Monday,December,Normal Day
2019-12-17,mandi,4,16,9.5,Tuesday,December,Normal Day
2019-12-18,mandi,11,24,4.7,Wednesday,December,Normal Day
2019-12-19,mandi,10,21,22.6,Thursday,December,Normal Day
2019-12-20,mandi,7,21,17.6,Friday,December,Normal Day
2019-12-21,mandi,42,29,4.2,Saturday,December,Normal Day
2019-12-22,mandi,36,27,9.0,Sunday,December,Normal Day
2019-12-23,mandi,7,18,16.3,Monday,December,Normal Day
2019-12-24,mandi,45,20,18.4,Tuesday,December,Normal Day
2019-12-25,mandi,13,24,4.4,Wednesday,December,Normal Day
2019-12-26,mandi,21,21,21.2,Thursday,December,Normal Day
2019-12-27,mandi,26,20,19.8,Friday,December,Normal Day
2019-12-28,mandi,24,23,21.5,Saturday,December,Normal Day
2019-12-29,mandi,42,24,12.3,Sunday,December,Normal Day
2019-12-30,mandi,49,22,25.4,Monday,December,Normal Day
2019-12-31,mandi,4,24,9.0,Tuesday,December,Normal Day
2020-01-01,mandi,36,16,24.2,Wednesday,January,New Year
2020-01-02,mandi,25,26,22.3,Thursday,January,Normal Day
2020-01-03,mandi,10,16,25.3,Friday,January,Normal Day
2020-01-04,mandi,5,15,14.4,Saturday,January,Normal Day
2020-01-05,mandi,44,29,8.3,Sunday,January,Normal Day
2020-01-06,mandi,21,16,15.9,Monday,January,Normal Day
2020-01-07,mandi,37,15,6.5,Tuesday,January,Normal Day
2020-01-08,mandi,7,29,8.2,Wednesday,January,Normal Day
2020-01-09,mandi,14,25,8.2,Thursday,January,Normal Day
2020-01-10,mandi,25,27,19.8,Friday,January,Normal Day
2020-01-11,mandi,7,16,9.6,Saturday,January,Normal Day
2020-01-12,mandi,42,19,22.4,Sunday,January,Normal Day
2020-01-13,mandi,41,20,15.1,Monday,January,Normal Day
2020-01-14,mandi,24,15,1.3,Tuesday,January,Normal Day
2020-01-15,mandi,4,26,27.0,Wednesday,January,Normal Day
2020-01-16,mandi,32,24,11.6,Thursday,January,Normal Day
2020-01-17,mandi,36,21,25.5,Friday,January,Normal Day
2020-01-18,mandi,36,22,21.4,Saturday,January,Normal Day
2020-01-19,mandi,33,17,13.6,Sunday,January,Normal Day
2020-01-20,mandi,39,25,11.8,Monday,January,Normal Day
2020-01-21,mandi,2,18,15.0,Tuesday,January,Normal Day
2020-01-22,mandi,27,26,26.4,Wednesday,January,Normal Day
2020-01-23,mandi,8,19,9.5,Thursday,January,Normal Day
2020-01-24,mandi,44,16,22.6,Friday,January,Normal Day
2020-01-25,mandi,22,27,15.4,Saturday,January,Normal Day
2020-01-26,mandi,44,20,2.5,Sunday,January,Normal Day
2020-01-27,mandi,35,16,12.4,Monday,January,Normal Day
2020-01-28,mandi,52,16,15.1,Tuesday,January,Normal Day
2020-01-29,mandi,36,22,19.4,Wednesday,January,Normal Day
2020-01-30,mandi,31,19,6.4,Thursday,January,Normal Day
2020-01-31,mandi,16,29,7.2,Friday,January,Normal Day
2020-02-01,mandi,16,24,3.9,Saturday,February,Normal Day
2020-02-02,mandi,12,26,11.9,Sunday,February,Normal Day
2020-02-03,mandi,16,22,26.3,Monday,February,Normal Day
2020-02-04,mandi,28,28,8.3,Tuesday,February,Normal Day
2020-02-05,mandi,5,17,5.7,Wednesday,February,Normal Day
2020-02-06,mandi,44,18,30.5,Thursday,February,Normal Day
2020-02-07,mandi,21,15,27.7,Friday,February,Normal Day
2020-02-08,mandi,18,18,20.8,Saturday,February,Normal Day
2020-02-09,mandi,33,22,25.0,Sunday,February,Normal Day
2020-02-10,mandi,38,19,27.2,Monday,February,Normal Day
2020-02-11,mandi,14,18,23.5,Tuesday,February,Normal Day
2020-02-12,mandi,50,18,10.5,Wednesday,February,Normal Day
2020-02-13,mandi,21,27,12.3,Thursday,February,Normal Day
2020-02-14,mandi,9,16,30.8,Friday,February,Normal Day
2020-02-15,mandi,52,15,10.6,Saturday,February,Normal Day
2020-02-16,mandi,4,28,15.1,Sunday,February,Normal Day
2020-02-17,mandi,35,16,17.3,Monday,February,Normal Day
2020-02-18,mandi,22,20,16.7,Tuesday,February,Normal Day
2020-02-19,mandi,42,26,28.0,Wednesday,February,Normal Day
2020-02-20,mandi,42,26,30.6,Thursday,February,Normal Day
2020-02-21,mandi,35,20,27.0,Friday,February,Normal Day
2020-02-22,mandi,30,28,28.9,Saturday,February,Normal Day
2020-02-23,mandi,16,28,26.6,Sunday,February,Normal Day
2020-02-24,mandi,9,21,10.5,Monday,February,Normal Day
2020-02-25,mandi,2,29,13.7,Tuesday,February,Normal Day
2020-02-26,mandi,18,25,23.0,Wednesday,February,Normal Day
2020-02-27,mandi,10,28,32.0,Thursday,February,Normal Day
2020-02-28,mandi,33,23,19.2,Friday,February,Normal Day
2020-02-29,mandi,1,18,20.2,Saturday,February,Normal Day
2020-03-01,mandi,46,28,29.5,Sunday,March,Normal Day
2020-03-02,mandi,35,27,11.0,Monday,March,Normal Day
2020-03-03,mandi,13,23,27.2,Tuesday,March,Normal Day
2020-03-04,mandi,21,19,4.7,Wednesday,March,Normal Day
2020-03-05,mandi,15,16,17.0,Thursday,March,Normal Day
2020-03-06,mandi,12,18,3.4,Friday,March,Normal Day
2020-03-07,mandi,14,26,10.8,Saturday,March,Normal Day
2020-03-08,mandi,6,18,14.9,Sunday,March,Normal Day
2020-03-09,mandi,2,27,1.4,Monday,March,Normal Day
2020-03-10,mandi,31,26,12.5,Tuesday,March,Normal Day
2020-03-11,mandi,34,17,18.9,Wednesday,March,Normal Day
2020-03-12,mandi,11,24,7.6,Thursday,March,Normal Day
2020-03-13,mandi,15,16,2.6,Friday,March,Normal Day
2020-03-14,mandi,9,23,14.6,Saturday,March,Normal Day
2020-03-15,mandi,28,17,3.2,Sunday,March,Normal Day
2020-03-16,mandi,7,28,9.3,Monday,March,Normal Day
2020-03-17,mandi,4,26,20.6,Tuesday,March,Normal Day
2020-03-18,mandi,37,21,8.1,Wednesday,March,Normal Day
2020-03-19,mandi,29,21,7.9,Thursday,March,Normal Day
2020-03-20,mandi,38,18,21.8,Friday,March,Normal Day
2020-03-21,mandi,37,21,24.0,Saturday,March,Normal Day
2020-03-22,mandi,35,18,13.8,Sunday,March,Normal Day
2020-03-23,mandi,22,21,17.6,Monday,March,Normal Day
2020-03-24,mandi,22,28,6.5,Tuesday,March,Normal Day
2020-03-25,mandi,2,19,1.2,Wednesday,March,Normal Day
2020-03-26,mandi,38,28,16.2,Thursday,March,Normal Day
2020-03-27,mandi,23,29,19.4,Friday,March,Normal Day
2020-03-28,mandi,5,24,6.9,Saturday,March,Normal Day
2020-03-29,mandi,26,15,11.2,Sunday,March,Normal Day
2020-03-30,mandi,18,16,20.9,Monday,March,Normal Day
2020-03-31,mandi,36,19,31.5,Tuesday,March,Normal Day
2020-04-01,mandi,11,15,4.3,Wednesday,April,Normal Day
2020-04-02,mandi,26,29,16.8,Thursday,April,Normal Day
2020-04-03,mandi,52,28,5.6,Friday,April,Normal Day
2020-04-04,mandi,35,26,21.7,Saturday,April,Normal Day
2020-04-05,mandi,29,23,20.5,Sunday,April,Normal Day
2020-04-06,mandi,42,20,13.4,Monday,April,Normal Day
2020-04-07,mandi,17,27,5.1,Tuesday,April,Normal Day
2020-04-08,mandi,1,22,10.9,Wednesday,April,Normal Day
2020-04-09,mandi,29,16,14.8,Thursday,April,Normal Day
2020-04-10,mandi,40,15,27.7,Friday,April,Normal Day
2020-04-11,mandi,34,19,27.2,Saturday,April,Normal Day
2020-04-12,mandi,8,22,29.4,Sunday,April,Normal Day
2020-04-13,mandi,23,15,20.4,Monday,April,Normal Day
2020-04-14,mandi,5,22,29.0,Tuesday,April,Normal Day
2020-04-15,mandi,37,26,17.2,Wednesday,April,Normal Day
2020-04-16,mandi,23,22,2.1,Thursday,April,Normal Day
2020-04-17,mandi,51,25,21.9,Friday,April,Normal Day
2020-04-18,mandi,17,22,4.2,Saturday,April,Normal Day
2020-04-19,mandi,40,19,17.1,Sunday,April,Normal Day
2020-04-20,mandi,36,24,15.6,Monday,April,Normal Day
2020-04-21,mandi,19,25,31.9,Tuesday,April,Normal Day
2020-04-22,mandi,51,21,25.9,Wednesday,April,Normal Day
2020-04-23,mandi,5,25,14.0,Thursday,April,Normal Day
2020-04-24,mandi,8,28,27.4,Friday,April,Normal Day
2020-04-25,mandi,32,24,1.5,Saturday,April,Normal Day
2020-04-26,mandi,8,26,29.6,Sunday,April,Normal Day
2020-04-27,mandi,2,22,20.8,Monday,April,Normal Day
2020-04-28,mandi,49,29,7.4,Tuesday,April,Normal Day
2020-04-29,mandi,14,18,20.5,Wednesday,April,Normal Day
2020-04-30,mandi,50,23,21.4,Thursday,April,Normal Day
2020-05-01,mandi,12,24,26.4,Friday,May,Normal Day
2020-05-02,mandi,13,25,32.2,Saturday,May,Normal Day
2020-05-03,mandi,16,19,30.2,Sunday,May,Normal Day
2020-05-04,mandi,10,26,5.8,Monday,May,Normal Day
2020-05-05,mandi,18,29,4.3,Tuesday,May,Normal Day
2020-05-06,mandi,40,21,3.8,Wednesday,May,Normal Day
2020-05-07,mandi,25,25,18.4,Thursday,May,Normal Day
2020-05-08,mandi,30,16,31.0,Friday,May,Normal Day
2020-05-09,mandi,32,18,4.7,Saturday,May,Normal Day
2020-05-10,mandi,21,17,29.2,Sunday,May,Normal Day
2020-05-11,mandi,30,17,22.3,Monday,May,Normal Day
2020-05-12,mandi,12,21,28.9,Tuesday,May,Normal Day
2020-05-13,mandi,21,23,18.2,Wednesday,May,Normal Day
2020-05-14,mandi,8,27,7.9,Thursday,May,Normal Day
2020-05-15,mandi,7,28,24.1,Friday,May,Normal Day
2020-05-16,mandi,11,21,21.8,Saturday,May,Normal Day
2020-05-17,mandi,25,20,24.9,Sunday,May,Normal Day
2020-05-18,mandi,13,20,18.1,Monday,May,Normal Day
2020-05-19,mandi,21,16,4.3,Tuesday,May,Normal Day
2020-05-20,mandi,50,29,3.7,Wednesday,May,Normal Day
